time,p_EE_x,p_EE_y,p_EE_z,p_d_x,p_d_y,p_d_z,e_p_x,e_p_y,e_p_z,pdot_x,pdot_y,pdot_z,f_x,f_y,f_z,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_7
0.103000,0.318471,-0.000062,0.515719,0.326855,0.000042,0.486848,0.008384,0.000104,-0.028871,0.202659,-0.000278,0.576695,-3.214769,0.015976,-14.421033,0.015967,-0.886650,-0.673477,14.253559,0.761561,0.138543,0.001577
0.104000,0.318676,-0.000066,0.516304,0.326855,0.000042,0.486848,0.008178,0.000108,-0.029456,0.201894,-0.001559,0.577308,-3.220047,0.041968,-14.491799,0.024309,-0.870736,-0.664138,14.212220,0.766900,0.128958,0.001574
0.105000,0.318880,-0.000070,0.516890,0.326855,0.000042,0.486848,0.007974,0.000113,-0.030042,0.202929,-0.002046,0.581132,-3.261153,0.052201,-14.626842,0.027088,-0.850152,-0.660482,14.137027,0.768900,0.104577,0.001616
0.106000,0.319090,-0.000075,0.517493,0.326855,0.000042,0.486848,0.007765,0.000117,-0.030645,0.204985,-0.002277,0.587605,-3.323220,0.057283,-14.816567,0.029726,-0.819294,-0.656803,14.029290,0.769847,0.069278,0.001640
0.107000,0.319299,-0.000074,0.518099,0.326855,0.000042,0.486848,0.007556,0.000116,-0.031251,0.205654,-0.000739,0.591433,-3.357485,0.026420,-14.953810,0.022433,-0.793438,-0.663277,13.949796,0.763566,0.045722,0.001648
0.108000,0.319507,-0.000072,0.518717,0.326855,0.000042,0.486848,0.007347,0.000114,-0.031869,0.208110,-0.000103,0.601794,-3.427457,0.013499,-15.222747,0.020616,-0.750477,-0.664420,13.801252,0.760778,-0.001006,0.001675
0.109000,0.319722,-0.000067,0.519348,0.326855,0.000042,0.486848,0.007133,0.000109,-0.032500,0.210486,0.001763,0.611993,-3.496423,-0.024342,-15.489893,0.010842,-0.708506,-0.674038,13.653590,0.752785,-0.047491,0.001707
0.110000,0.319930,-0.000063,0.519963,0.326855,0.000042,0.486848,0.006924,0.000105,-0.033115,0.210836,0.002224,0.616333,-3.524282,-0.033941,-15.638171,0.009457,-0.682627,-0.675117,13.570601,0.750744,-0.071357,0.001711
0.111000,0.320142,-0.000064,0.520595,0.326855,0.000042,0.486848,0.006712,0.000107,-0.033747,0.210463,0.000685,0.622567,-3.538020,-0.003000,-15.826069,0.019283,-0.652779,-0.665223,13.472532,0.756895,-0.097331,0.001724
0.112000,0.320356,-0.000066,0.521214,0.326855,0.000042,0.486848,0.006499,0.000108,-0.034366,0.211081,-0.000055,0.618253,-3.571715,0.011919,-15.801625,0.023887,-0.651086,-0.659263,13.472735,0.760007,-0.101104,0.001722
0.113000,0.320565,-0.000071,0.521826,0.326855,0.000042,0.486848,0.006289,0.000113,-0.034978,0.210182,-0.001491,0.617149,-3.574706,0.041127,-15.840812,0.030399,-0.635824,-0.652412,13.443609,0.765568,-0.106811,0.001708
0.114000,0.320782,-0.000075,0.522451,0.326855,0.000042,0.486848,0.006073,0.000118,-0.035603,0.210620,-0.002203,0.618485,-3.605082,0.055822,-15.929958,0.033961,-0.617384,-0.648540,13.387702,0.768251,-0.124059,0.001706
0.115000,0.321000,-0.000076,0.523090,0.326855,0.000042,0.486848,0.005855,0.000118,-0.036242,0.211721,-0.001522,0.622857,-3.648933,0.042239,-16.081310,0.028877,-0.588677,-0.653242,13.297721,0.765044,-0.151785,0.001722
0.116000,0.321215,-0.000077,0.523717,0.326855,0.000042,0.486848,0.005639,0.000120,-0.036869,0.212343,-0.001288,0.626131,-3.682919,0.037723,-16.209553,0.026767,-0.560701,-0.654760,13.218367,0.763703,-0.174826,0.001718
0.117000,0.321440,-0.000076,0.524367,0.326855,0.000042,0.486848,0.005415,0.000119,-0.037519,0.215415,-0.000501,0.631237,-3.766822,0.021892,-16.376649,0.021698,-0.531484,-0.658838,13.114204,0.760052,-0.212544,0.001742
0.118000,0.321660,-0.000076,0.525010,0.326855,0.000042,0.486848,0.005194,0.000118,-0.038162,0.215979,-0.000311,0.634186,-3.800135,0.018047,-16.499959,0.021366,-0.505467,-0.658609,13.038191,0.759022,-0.234935,0.001726
0.119000,0.321883,-0.000077,0.525662,0.326855,0.000042,0.486848,0.004971,0.000119,-0.038814,0.216766,-0.001691,0.635424,-3.838176,0.045726,-16.589861,0.028235,-0.490387,-0.651815,12.982991,0.764282,-0.253903,0.001734
0.120000,0.322110,-0.000079,0.526324,0.326855,0.000042,0.486848,0.004745,0.000122,-0.039476,0.218231,-0.002309,0.639034,-3.890137,0.058340,-16.728249,0.031483,-0.466700,-0.648083,12.899854,0.766483,-0.281820,0.001747
0.121000,0.322329,-0.000079,0.526977,0.326855,0.000042,0.486848,0.004526,0.000122,-0.040129,0.219662,-0.001604,0.642723,-3.940625,0.044271,-16.867370,0.030130,-0.448020,-0.647921,12.821414,0.763891,-0.309395,0.001788
0.122000,0.322554,-0.000086,0.527645,0.326855,0.000042,0.486848,0.004301,0.000128,-0.040797,0.220097,-0.004868,0.650345,-3.971882,0.110174,-17.086596,0.050082,-0.417623,-0.625913,12.706910,0.777315,-0.343390,0.001848
0.123000,0.322779,-0.000089,0.528318,0.326855,0.000042,0.486848,0.004075,0.000132,-0.041470,0.222829,-0.004364,0.662955,-4.049042,0.100466,-17.406064,0.048780,-0.375924,-0.626786,12.535753,0.775085,-0.399286,0.001910
0.124000,0.323009,-0.000089,0.529010,0.326855,0.000042,0.486848,0.003846,0.000132,-0.042162,0.225206,-0.002638,0.673328,-4.119545,0.065903,-17.682805,0.038966,-0.338530,-0.636714,12.385212,0.767661,-0.448716,0.001970
0.125000,0.323239,-0.000090,0.529714,0.326855,0.000042,0.486848,0.003615,0.000133,-0.042866,0.224813,-0.002130,0.682999,-4.134719,0.055866,-17.946529,0.036083,-0.303319,-0.640003,12.251251,0.765306,-0.485773,0.002024
0.126000,0.323464,-0.000093,0.530394,0.326855,0.000042,0.486848,0.003391,0.000135,-0.043546,0.224738,-0.002304,0.683883,-4.155672,0.059597,-18.032244,0.037352,-0.284592,-0.638229,12.197947,0.765870,-0.501386,0.002020
0.127000,0.323692,-0.000095,0.531076,0.326855,0.000042,0.486848,0.003163,0.000138,-0.044228,0.223957,-0.003554,0.680741,-4.162841,0.084866,-18.037614,0.039892,-0.275189,-0.636005,12.185563,0.770279,-0.503983,0.002021
0.128000,0.323914,-0.000101,0.531749,0.326855,0.000042,0.486848,0.002940,0.000143,-0.044901,0.221689,-0.004036,0.679381,-4.139743,0.095034,-18.077750,0.044219,-0.259717,-0.630692,12.159942,0.772437,-0.505196,0.001992
0.129000,0.324133,-0.000102,0.532435,0.326855,0.000042,0.486848,0.002722,0.000144,-0.045587,0.219862,-0.002761,0.677517,-4.125086,0.069616,-18.109006,0.038335,-0.239230,-0.635724,12.131962,0.767222,-0.507148,0.001941
0.130000,0.324358,-0.000101,0.533143,0.326855,0.000042,0.486848,0.002497,0.000144,-0.046295,0.220296,-0.001769,0.684772,-4.156193,0.049772,-18.324919,0.032168,-0.201473,-0.641768,12.010789,0.762678,-0.541803,0.001956
0.131000,0.324575,-0.000097,0.533839,0.326855,0.000042,0.486848,0.002280,0.000139,-0.046991,0.219410,0.000652,0.691306,-4.160215,0.000871,-18.525211,0.020320,-0.166185,-0.653597,11.902088,0.752615,-0.569221,0.001953
0.132000,0.324800,-0.000094,0.534549,0.326855,0.000042,0.486848,0.002055,0.000137,-0.047701,0.219821,0.001636,0.697055,-4.190890,-0.019061,-18.711208,0.014349,-0.135482,-0.659226,11.797981,0.748180,-0.600020,0.001980
0.133000,0.325025,-0.000092,0.535261,0.326855,0.000042,0.486848,0.001830,0.000134,-0.048413,0.219750,0.001982,0.700321,-4.212045,-0.026215,-18.847732,0.013149,-0.110325,-0.659775,11.719150,0.746531,-0.622589,0.001985
0.134000,0.325243,-0.000090,0.535963,0.326855,0.000042,0.486848,0.001611,0.000133,-0.049116,0.219643,0.002112,0.702569,-4.231731,-0.028969,-18.962942,0.014921,-0.093069,-0.656863,11.655945,0.746200,-0.641900,0.002010
0.135000,0.325468,-0.000096,0.536678,0.326855,0.000042,0.486848,0.001387,0.000138,-0.049830,0.219892,-0.000584,0.702215,-4.259138,0.025503,-19.027299,0.028131,-0.076186,-0.642913,11.611268,0.756713,-0.656295,0.002013
0.137000,0.325914,-0.000103,0.538126,0.326855,0.000042,0.486848,0.000940,0.000146,-0.051279,0.221003,-0.001826,0.719072,-4.326022,0.051109,-19.509299,0.037605,-0.004992,-0.631472,11.351032,0.761489,-0.734069,0.002092
0.138000,0.326141,-0.000102,0.538879,0.326855,0.000042,0.486848,0.000713,0.000145,-0.052031,0.221506,-0.000175,0.728328,-4.358781,0.017965,-19.769661,0.029280,0.033821,-0.639311,11.210329,0.754531,-0.775704,0.002136
0.139000,0.326361,-0.000101,0.539618,0.326855,0.000042,0.486848,0.000493,0.000144,-0.052770,0.220595,0.000668,0.732678,-4.362560,0.001022,-19.930610,0.025570,0.056374,-0.642954,11.127667,0.751069,-0.798373,0.002172
0.140000,0.326584,-0.000102,0.540360,0.326855,0.000042,0.486848,0.000271,0.000144,-0.053512,0.219959,0.000711,0.732858,-4.372136,0.000197,-20.008365,0.025460,0.069747,-0.642594,11.084498,0.750868,-0.811121,0.002201
0.141000,0.326801,-0.000099,0.541081,0.326855,0.000042,0.486848,0.000053,0.000142,-0.054233,0.219002,0.001530,0.733229,-4.374710,-0.016442,-20.087926,0.021942,0.090155,-0.644965,11.035218,0.747543,-0.823052,0.002202
0.142000,0.327017,-0.000102,0.541821,0.326855,0.000042,0.486848,-0.000162,0.000145,-0.054973,0.217169,0.001013,0.734168,-4.359554,-0.005816,-20.180621,0.019599,0.115480,-0.648096,10.980083,0.748737,-0.833441,0.002210
0.143000,0.327230,-0.000102,0.542570,0.326855,0.000042,0.486848,-0.000375,0.000144,-0.055722,0.215255,0.000851,0.733813,-4.342597,-0.002598,-20.248430,0.023340,0.142677,-0.643316,10.933088,0.749400,-0.840384,0.002145
0.144000,0.327440,-0.000101,0.543320,0.326855,0.000042,0.486848,-0.000585,0.000143,-0.056472,0.214935,0.001145,0.739688,-4.357252,-0.008549,-20.440923,0.022559,0.178900,-0.644019,10.823700,0.747792,-0.870091,0.002131
0.145000,0.327654,-0.000097,0.544079,0.326855,0.000042,0.486848,-0.000799,0.000139,-0.057232,0.213397,0.002338,0.743899,-4.347811,-0.032851,-20.601129,0.014570,0.214628,-0.652380,10.731510,0.742245,-0.891032,0.002115
0.146000,0.327870,-0.000094,0.544838,0.326855,0.000042,0.486848,-0.001015,0.000136,-0.057990,0.213440,0.002267,0.752847,-4.370299,-0.031701,-20.855938,0.014907,0.249775,-0.652134,10.596696,0.742014,-0.930617,0.002158
0.147000,0.328086,-0.000090,0.545604,0.326855,0.000042,0.486848,-0.001231,0.000132,-0.058756,0.213398,0.003659,0.753853,-4.391092,-0.059972,-20.952688,0.005978,0.268902,-0.661658,10.538751,0.735879,-0.948540,0.002165
0.148000,0.328303,-0.000089,0.546372,0.326855,0.000042,0.486848,-0.001448,0.000132,-0.059524,0.213325,0.003311,0.752537,-4.411282,-0.053037,-21.003121,0.005450,0.287268,-0.661289,10.500296,0.736776,-0.960233,0.002181
0.149000,0.328514,-0.000095,0.547135,0.326855,0.000042,0.486848,-0.001660,0.000138,-0.060287,0.213163,0.000543,0.758403,-4.429233,0.002917,-21.196716,0.024344,0.319280,-0.640735,10.393329,0.748061,-0.990970,0.002179
0.150000,0.328732,-0.000100,0.547923,0.326855,0.000042,0.486848,-0.001877,0.000143,-0.061075,0.213789,-0.001096,0.766862,-4.463470,0.036185,-21.444720,0.034966,0.355286,-0.628893,10.258487,0.754490,-1.032382,0.002217
0.151000,0.328953,-0.000105,0.548731,0.326855,0.000042,0.486848,-0.002099,0.000148,-0.061883,0.215100,-0.001755,0.777157,-4.511850,0.049850,-21.731408,0.040321,0.395078,-0.622574,10.102007,0.756884,-1.082044,0.002261
0.152000,0.329170,-0.000105,0.549510,0.326855,0.000042,0.486848,-0.002315,0.000148,-0.062662,0.217027,-0.001730,0.779491,-4.572033,0.049386,-21.856002,0.038230,0.418838,-0.624168,10.022128,0.756155,-1.111751,0.002288
0.153000,0.329390,-0.000104,0.550296,0.326855,0.000042,0.486848,-0.002535,0.000146,-0.063448,0.218820,-0.002539,0.781739,-4.629954,0.065417,-21.979583,0.045942,0.441446,-0.614545,9.944002,0.759461,-1.140913,0.002295
0.154000,0.329605,-0.000105,0.551049,0.326855,0.000042,0.486848,-0.002750,0.000148,-0.064202,0.216910,-0.002473,0.775208,-4.613239,0.064222,-21.924322,0.046480,0.453680,-0.611851,9.958596,0.759369,-1.131297,0.002258
0.155000,0.329818,-0.000105,0.551823,0.326855,0.000042,0.486848,-0.002963,0.000147,-0.064975,0.215338,-0.001448,0.772439,-4.603086,0.043687,-21.946308,0.038960,0.474858,-0.618505,9.933277,0.754814,-1.133706,0.002239
0.156000,0.330031,-0.000107,0.552610,0.326855,0.000042,0.486848,-0.003176,0.000149,-0.065762,0.213954,-0.001624,0.774009,-4.596674,0.047378,-22.056407,0.040416,0.511408,-0.615987,9.858073,0.755074,-1.149397,0.002183
0.157000,0.330235,-0.000108,0.553381,0.326855,0.000042,0.486848,-0.003380,0.000150,-0.066533,0.210417,-0.002237,0.773233,-4.546334,0.059759,-22.117919,0.045421,0.544674,-0.609438,9.812485,0.757356,-1.149964,0.002111
0.158000,0.330445,-0.000109,0.554169,0.326855,0.000042,0.486848,-0.003590,0.000151,-0.067321,0.208258,-0.001827,0.776983,-4.524175,0.051650,-22.271751,0.041714,0.578390,-0.613262,9.724981,0.755067,-1.168451,0.002097
0.159000,0.330654,-0.000106,0.554938,0.326855,0.000042,0.486848,-0.003800,0.000148,-0.068090,0.207035,-0.000651,0.780139,-4.520653,0.027866,-22.411764,0.036285,0.603174,-0.618578,9.647237,0.750084,-1.188290,0.002096
0.160000,0.330866,-0.000110,0.555724,0.326855,0.000042,0.486848,-0.004011,0.000152,-0.068876,0.207016,-0.001655,0.777995,-4.541402,0.048339,-22.447476,0.040440,0.619375,-0.613588,9.615474,0.753725,-1.198347,0.002088
0.161000,0.331076,-0.000112,0.556518,0.326855,0.000042,0.486848,-0.004222,0.000155,-0.069670,0.207325,-0.001673,0.781476,-4.568665,0.048946,-22.596504,0.040465,0.643472,-0.613501,9.530123,0.753378,-1.225371,0.002099
0.162000,0.331284,-0.000117,0.557311,0.326855,0.000042,0.486848,-0.004429,0.000160,-0.070463,0.206517,-0.003683,0.787768,-4.573261,0.089655,-22.801709,0.050092,0.676954,-0.603677,9.417643,0.760805,-1.256182,0.002110
0.163000,0.331496,-0.000120,0.558134,0.326855,0.000042,0.486848,-0.004642,0.000162,-0.071286,0.209204,-0.003316,0.797117,-4.648238,0.082562,-23.070973,0.048827,0.715022,-0.603697,9.263684,0.758817,-1.309581,0.002161
0.164000,0.331702,-0.000122,0.558926,0.326855,0.000042,0.486848,-0.004847,0.000164,-0.072078,0.207917,-0.002689,0.801856,-4.643032,0.070226,-23.244893,0.046920,0.744270,-0.604388,9.168687,0.756228,-1.334259,0.002185
0.165000,0.331908,-0.000131,0.559730,0.326855,0.000042,0.486848,-0.005053,0.000174,-0.072882,0.206101,-0.005570,0.798906,-4.627308,0.128788,-23.266318,0.060069,0.760561,-0.589884,9.149486,0.767486,-1.335462,0.002184
0.166000,0.332116,-0.000136,0.560522,0.326855,0.000042,0.486848,-0.005261,0.000179,-0.073674,0.205481,-0.006185,0.792291,-4.635694,0.141543,-23.213188,0.062369,0.773295,-0.585729,9.158284,0.769764,-1.330975,0.002154
0.167000,0.332317,-0.000140,0.561313,0.326855,0.000042,0.486848,-0.005462,0.000182,-0.074465,0.204940,-0.005947,0.794870,-4.645038,0.137174,-23.343870,0.059465,0.803195,-0.587918,9.077365,0.768222,-1.352688,0.002153
0.168000,0.332522,-0.000140,0.562119,0.326855,0.000042,0.486848,-0.005667,0.000182,-0.075271,0.203725,-0.004604,0.796865,-4.641240,0.110325,-23.464402,0.052805,0.831866,-0.594513,9.003501,0.762429,-1.370529,0.002124
0.169000,0.332720,-0.000135,0.562935,0.326855,0.000042,0.486848,-0.005865,0.000178,-0.076087,0.199622,-0.001013,0.801578,-4.578988,0.038043,-23.640301,0.035614,0.867902,-0.612009,8.910879,0.747862,-1.385216,0.002102
0.170000,0.332915,-0.000137,0.563743,0.326855,0.000042,0.486848,-0.006060,0.000179,-0.076895,0.197887,-0.000702,0.806371,-4.563768,0.031955,-23.816915,0.036076,0.903514,-0.610747,8.810287,0.746349,-1.409057,0.002081
0.171000,0.333115,-0.000137,0.564556,0.326855,0.000042,0.486848,-0.006260,0.000180,-0.077708,0.196840,-0.000364,0.805591,-4.562807,0.025254,-23.882591,0.035506,0.926515,-0.610148,8.763671,0.744827,-1.419709,0.002060
0.172000,0.333313,-0.000141,0.565359,0.326855,0.000042,0.486848,-0.006459,0.000183,-0.078511,0.196418,-0.000981,0.809640,-4.574235,0.037938,-24.043949,0.039425,0.951900,-0.605126,8.674197,0.747056,-1.446072,0.002087
0.173000,0.333512,-0.000144,0.566179,0.326855,0.000042,0.486848,-0.006658,0.000187,-0.079331,0.195911,-0.001983,0.811198,-4.583982,0.058336,-24.157049,0.043868,0.971980,-0.600170,8.609841,0.750700,-1.465199,0.002106
0.174000,0.333713,-0.000149,0.567028,0.326855,0.000042,0.486848,-0.006859,0.000191,-0.080180,0.196495,-0.003081,0.824412,-4.615774,0.080753,-24.506263,0.050753,1.014117,-0.593199,8.425906,0.754495,-1.522753,0.002152
0.175000,0.333910,-0.000150,0.567861,0.326855,0.000042,0.486848,-0.007055,0.000193,-0.081013,0.197324,-0.002074,0.829416,-4.651980,0.060755,-24.689619,0.045588,1.045296,-0.597312,8.318267,0.750003,-1.557552,0.002183
0.176000,0.334107,-0.000153,0.568692,0.326855,0.000042,0.486848,-0.007252,0.000196,-0.081844,0.196522,-0.002133,0.827606,-4.655656,0.062249,-24.736537,0.044540,1.057531,-0.597319,8.289724,0.750075,-1.565964,0.002223
0.177000,0.334304,-0.000160,0.569499,0.326855,0.000042,0.486848,-0.007449,0.000203,-0.082651,0.196794,-0.004570,0.826479,-4.680784,0.111694,-24.794670,0.057003,1.068862,-0.582478,8.253347,0.759830,-1.579970,0.002274
0.178000,0.334493,-0.000168,0.570312,0.326855,0.000042,0.486848,-0.007639,0.000211,-0.083464,0.193787,-0.008171,0.820934,-4.639595,0.184501,-24.765065,0.077652,1.085943,-0.557795,8.258366,0.774574,-1.569412,0.002261
0.179000,0.334682,-0.000168,0.571150,0.326855,0.000042,0.486848,-0.007828,0.000210,-0.084302,0.192263,-0.004535,0.825060,-4.628031,0.111727,-24.931427,0.058731,1.125749,-0.577062,8.156871,0.759456,-1.593469,0.002231
0.180000,0.334858,-0.000167,0.571964,0.326855,0.000042,0.486848,-0.008003,0.000209,-0.085116,0.186499,-0.002015,0.822712,-4.530319,0.061221,-24.965850,0.046492,1.158761,-0.590151,8.128695,0.749030,-1.582222,0.002120
0.181000,0.335041,-0.000161,0.572810,0.326855,0.000042,0.486848,-0.008187,0.000203,-0.085962,0.183251,0.001280,0.826520,-4.483675,-0.005259,-25.126581,0.029697,1.199032,-0.607243,8.034817,0.735314,-1.598972,0.002089
0.182000,0.335220,-0.000158,0.573645,0.326855,0.000042,0.486848,-0.008365,0.000200,-0.086797,0.178652,0.002307,0.826604,-4.409522,-0.026108,-25.211804,0.023674,1.226243,-0.613838,7.988440,0.730746,-1.599023,0.002053
0.183000,0.335392,-0.000155,0.574476,0.326855,0.000042,0.486848,-0.008537,0.000198,-0.087628,0.175454,0.003278,0.828004,-4.362778,-0.045761,-25.322929,0.019759,1.253736,-0.618201,7.927156,0.726606,-1.607981,0.002021
0.184000,0.335569,-0.000157,0.575317,0.326855,0.000042,0.486848,-0.008715,0.000199,-0.088470,0.173978,0.000687,0.828881,-4.351038,0.006197,-25.424577,0.033487,1.281658,-0.603147,7.863624,0.736482,-1.622301,0.001996
0.185000,0.335743,-0.000158,0.576181,0.326855,0.000042,0.486848,-0.008889,0.000201,-0.089333,0.173703,0.000033,0.843432,-4.362927,0.019398,-25.801966,0.039561,1.325797,-0.596374,7.669341,0.738748,-1.681400,0.002063
0.186000,0.335920,-0.000159,0.577051,0.326855,0.000042,0.486848,-0.009066,0.000201,-0.090203,0.173272,0.000054,0.853387,-4.371996,0.019027,-26.088087,0.041031,1.358968,-0.594897,7.522585,0.738328,-1.726574,0.002117
0.187000,0.336097,-0.000164,0.577928,0.326855,0.000042,0.486848,-0.009243,0.000206,-0.091080,0.172206,-0.001689,0.861174,-4.368376,0.054398,-26.331469,0.049171,1.385753,-0.585758,7.402156,0.744984,-1.762934,0.002215
0.188000,0.336271,-0.000174,0.578755,0.326855,0.000042,0.486848,-0.009416,0.000217,-0.091907,0.174112,-0.004644,0.852781,-4.423878,0.114555,-26.246285,0.062967,1.393949,-0.568031,7.424403,0.756712,-1.761954,0.002233
0.189000,0.336449,-0.000181,0.579596,0.326855,0.000042,0.486848,-0.009594,0.000224,-0.092748,0.175234,-0.005027,0.846180,-4.464072,0.122926,-26.198404,0.064657,1.412484,-0.563555,7.422210,0.758036,-1.764313,0.002205
0.190000,0.336615,-0.000183,0.580441,0.326855,0.000042,0.486848,-0.009760,0.000225,-0.093593,0.174294,-0.003174,0.846431,-4.461919,0.086013,-26.287911,0.054353,1.454753,-0.573191,7.346753,0.749751,-1.780031,0.002128
0.191000,0.336783,-0.000179,0.581295,0.326855,0.000042,0.486848,-0.009928,0.000221,-0.094447,0.170869,-0.001426,0.845608,-4.410204,0.050622,-26.356874,0.040639,1.493108,-0.587968,7.291360,0.741337,-1.783234,0.002044
0.192000,0.336949,-0.000171,0.582161,0.326855,0.000042,0.486848,-0.010095,0.000213,-0.095313,0.167483,0.001776,0.848810,-4.359102,-0.014185,-26.507533,0.024897,1.537092,-0.604349,7.197063,0.727792,-1.798748,0.001977
0.193000,0.337110,-0.000164,0.582997,0.326855,0.000042,0.486848,-0.010255,0.000206,-0.096149,0.164986,0.004269,0.846219,-4.325229,-0.064775,-26.539321,0.010086,1.565010,-0.619402,7.163834,0.716975,-1.799244,0.001930
0.194000,0.337271,-0.000162,0.583854,0.326855,0.000042,0.486848,-0.010416,0.000205,-0.097007,0.162293,0.003262,0.848259,-4.287478,-0.044767,-26.665827,0.017680,1.592742,-0.610498,7.094093,0.720888,-1.812584,0.001925
0.195000,0.337432,-0.000169,0.584697,0.326855,0.000042,0.486848,-0.010577,0.000211,-0.097849,0.161857,-0.000153,0.853363,-4.294869,0.024167,-26.852212,0.041901,1.620884,-0.583324,6.991591,0.734912,-1.843144,0.001927
0.196000,0.337587,-0.000170,0.585586,0.326855,0.000042,0.486848,-0.010732,0.000213,-0.098738,0.157805,-0.000438,0.860176,-4.229314,0.030006,-27.077290,0.046052,1.658456,-0.578632,6.877378,0.735958,-1.866404,0.001934
0.197000,0.337743,-0.000175,0.586466,0.326855,0.000042,0.486848,-0.010889,0.000217,-0.099618,0.153724,-0.001245,0.867337,-4.163351,0.046595,-27.308575,0.050318,1.693768,-0.574166,6.762098,0.738791,-1.890518,0.001952
0.198000,0.337895,-0.000182,0.587310,0.326855,0.000042,0.486848,-0.011040,0.000224,-0.100462,0.152342,-0.003773,0.855401,-4.150846,0.097865,-27.154248,0.060899,1.690752,-0.561103,6.835198,0.748984,-1.865492,0.001968
0.199000,0.338055,-0.000192,0.588157,0.326855,0.000042,0.486848,-0.011200,0.000235,-0.101309,0.152037,-0.006005,0.851045,-4.160731,0.143587,-27.151798,0.070829,1.706564,-0.547500,6.822327,0.757794,-1.868333,0.002009
0.200000,0.338208,-0.000204,0.589015,0.326855,0.000042,0.486848,-0.011354,0.000246,-0.102167,0.150905,-0.006806,0.847598,-4.153454,0.160758,-27.168654,0.075223,1.735210,-0.540242,6.790680,0.760811,-1.871820,0.001980
0.201000,0.338349,-0.000207,0.589856,0.326855,0.000042,0.486848,-0.011494,0.000250,-0.103008,0.147321,-0.005049,0.848436,-4.095820,0.125977,-27.269525,0.067968,1.779037,-0.547564,6.716209,0.753218,-1.879224,0.001871
0.202000,0.338492,-0.000200,0.590720,0.326855,0.000042,0.486848,-0.011637,0.000242,-0.103873,0.144839,-0.001498,0.852050,-4.060521,0.054166,-27.428249,0.046351,1.823631,-0.570908,6.614234,0.737582,-1.899387,0.001815
0.203000,0.338633,-0.000193,0.591560,0.326855,0.000042,0.486848,-0.011778,0.000236,-0.104712,0.141068,0.001479,0.850607,-3.999157,-0.006021,-27.483308,0.028325,1.858500,-0.589842,6.567658,0.724621,-1.898795,0.001752
0.204000,0.338779,-0.000191,0.592413,0.326855,0.000042,0.486848,-0.011925,0.000233,-0.105565,0.141132,0.002776,0.851377,-4.015104,-0.032199,-27.584080,0.024985,1.885921,-0.593152,6.497729,0.719133,-1.918904,0.001698
0.205000,0.338927,-0.000192,0.593278,0.326855,0.000042,0.486848,-0.012072,0.000234,-0.106430,0.139853,0.001655,0.850515,-4.004256,-0.009695,-27.653315,0.034016,1.913075,-0.582063,6.445869,0.723475,-1.929327,0.001664
0.206000,0.339065,-0.000191,0.594147,0.326855,0.000042,0.486848,-0.012210,0.000233,-0.107299,0.140731,0.001922,0.858521,-4.035615,-0.015100,-27.900317,0.032910,1.953012,-0.582298,6.302427,0.721480,-1.974702,0.001675
0.207000,0.339209,-0.000195,0.595033,0.326855,0.000042,0.486848,-0.012354,0.000238,-0.108185,0.139897,0.000312,0.866834,-4.033356,0.017519,-28.155234,0.042052,1.987210,-0.571540,6.167548,0.727404,-2.014616,0.001712
0.208000,0.339352,-0.000201,0.595873,0.326855,0.000042,0.486848,-0.012497,0.000244,-0.109025,0.142245,-0.001119,0.859481,-4.094587,0.046755,-28.092162,0.046522,1.991542,-0.563636,6.181990,0.732781,-2.017163,0.001771
0.209000,0.339497,-0.000219,0.596727,0.326855,0.000042,0.486848,-0.012643,0.000261,-0.109879,0.143149,-0.005855,0.857764,-4.127237,0.143222,-28.143191,0.071803,2.002381,-0.533048,6.148451,0.752014,-2.031730,0.001840
0.210000,0.339643,-0.000233,0.597583,0.326855,0.000042,0.486848,-0.012788,0.000276,-0.110735,0.143207,-0.009010,0.850313,-4.142956,0.207768,-28.079727,0.088210,2.011325,-0.512576,6.164457,0.764742,-2.026264,0.001836
