time,p_EE_x,p_EE_y,p_EE_z,p_d_x,p_d_y,p_d_z,p_end_x,p_end_y,p_end_z,e_p_x,e_p_y,e_p_z,pdot_x,pdot_y,pdot_z,f_x,f_y,f_z,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_7
0.098000,0.316625,-0.000100,0.512049,0.306833,0.000051,0.486990,0.316833,0.000051,0.486990,-0.009792,0.000150,-0.025059,0.182432,-0.000688,0.533116,-4.627835,0.028809,-13.168180,0.017176,-1.417246,-0.670702,14.739732,0.765012,-0.007035,0.001191
0.099000,0.316811,-0.000095,0.512597,0.306833,0.000051,0.486990,0.316833,0.000051,0.486990,-0.009977,0.000145,-0.025607,0.182988,0.000530,0.538377,-4.657503,0.003920,-13.328243,0.010619,-1.389308,-0.677075,14.651932,0.759756,-0.031438,0.001198
0.100000,0.316998,-0.000090,0.513154,0.306833,0.000051,0.486990,0.316833,0.000051,0.486990,-0.010165,0.000141,-0.026164,0.183036,0.001999,0.543398,-4.677180,-0.025888,-13.484384,0.004461,-1.362306,-0.682579,14.568117,0.753771,-0.053442,0.001200
0.101000,0.317188,-0.000085,0.513727,0.306833,0.000051,0.486990,0.316833,0.000051,0.486990,-0.010355,0.000136,-0.026737,0.184283,0.002896,0.552623,-4.721134,-0.044313,-13.726161,0.001578,-1.328050,-0.685064,14.443103,0.750087,-0.090350,0.001237
0.102000,0.317374,-0.000082,0.514288,0.306833,0.000051,0.486990,0.316833,0.000051,0.486990,-0.010541,0.000132,-0.027298,0.184164,0.003111,0.556408,-4.737333,-0.048982,-13.857967,0.000698,-1.303698,-0.685506,14.370764,0.749011,-0.108957,0.001243
0.103000,0.317562,-0.000084,0.514857,0.306833,0.000051,0.486990,0.316833,0.000051,0.486990,-0.010729,0.000134,-0.027867,0.184573,0.001379,0.560228,-4.764340,-0.014162,-13.991210,0.010270,-1.282580,-0.675666,14.298564,0.755908,-0.129849,0.001261
0.104000,0.317751,-0.000090,0.515433,0.306833,0.000051,0.486990,0.316833,0.000051,0.486990,-0.010918,0.000141,-0.028443,0.185318,-0.001006,0.568198,-4.798130,0.034168,-14.208222,0.025047,-1.251061,-0.660257,14.186411,0.765699,-0.162097,0.001296
0.105000,0.317939,-0.000093,0.516008,0.306833,0.000051,0.486990,0.316833,0.000051,0.486990,-0.011105,0.000143,-0.029018,0.184717,-0.001355,0.570641,-4.804866,0.041425,-14.314647,0.027843,-1.231429,-0.656751,14.128927,0.767196,-0.175928,0.001306
0.106000,0.318131,-0.000096,0.516597,0.306833,0.000051,0.486990,0.316833,0.000051,0.486990,-0.011298,0.000147,-0.029607,0.186443,-0.001775,0.574778,-4.858609,0.050174,-14.456253,0.028019,-1.206961,-0.656339,14.045746,0.768462,-0.203390,0.001335
0.107000,0.318323,-0.000097,0.517181,0.306833,0.000051,0.486990,0.316833,0.000051,0.486990,-0.011490,0.000148,-0.030191,0.188163,-0.001395,0.583542,-4.912255,0.042667,-14.689961,0.027949,-1.171767,-0.655810,13.919506,0.766881,-0.241949,0.001354
0.108000,0.318517,-0.000096,0.517786,0.306833,0.000051,0.486990,0.316833,0.000051,0.486990,-0.011684,0.000147,-0.030796,0.190056,-0.000679,0.592942,-4.969528,0.028278,-14.938400,0.024133,-1.134867,-0.659683,13.785586,0.763616,-0.283119,0.001384
0.109000,0.318711,-0.000092,0.518388,0.306833,0.000051,0.486990,0.316833,0.000051,0.486990,-0.011877,0.000143,-0.031398,0.191431,0.000621,0.599689,-5.016363,0.001892,-15.133615,0.019041,-1.102126,-0.663938,13.676362,0.758231,-0.315990,0.001389
0.110000,0.318909,-0.000090,0.519011,0.306833,0.000051,0.486990,0.316833,0.000051,0.486990,-0.012075,0.000140,-0.032021,0.192253,0.000545,0.610116,-5.052601,0.003128,-15.404400,0.020291,-1.062109,-0.663029,13.534775,0.758164,-0.355992,0.001409
0.111000,0.319103,-0.000087,0.519629,0.306833,0.000051,0.486990,0.316833,0.000051,0.486990,-0.012270,0.000138,-0.032639,0.191667,0.001129,0.611974,-5.060326,-0.008786,-15.503409,0.018328,-1.043190,-0.664538,13.479890,0.755760,-0.369504,0.001407
0.112000,0.319299,-0.000089,0.520236,0.306833,0.000051,0.486990,0.316833,0.000051,0.486990,-0.012466,0.000139,-0.033246,0.192962,0.000239,0.613620,-5.105831,0.009162,-15.597001,0.023114,-1.028220,-0.659012,13.423067,0.759251,-0.389803,0.001430
0.113000,0.319497,-0.000091,0.520842,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.012663,0.000142,-0.033852,0.193582,-0.000878,0.610892,-5.137957,0.031734,-15.603012,0.029331,-1.022978,-0.651932,13.409166,0.763760,-0.396783,0.001425
0.114000,0.319696,-0.000096,0.521459,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.012862,0.000147,-0.034468,0.193411,-0.001979,0.610718,-5.154459,0.054296,-15.661210,0.034196,-1.007727,-0.646654,13.370499,0.767998,-0.407166,0.001423
0.115000,0.319896,-0.000100,0.522069,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.013063,0.000151,-0.035079,0.196663,-0.003988,0.612563,-5.239533,0.094855,-15.759149,0.045231,-0.990548,-0.633284,13.302539,0.776064,-0.435955,0.001460
0.116000,0.320098,-0.000102,0.522699,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.013264,0.000153,-0.035709,0.198040,-0.003318,0.618464,-5.287250,0.081665,-15.940165,0.041504,-0.959273,-0.636931,13.198460,0.772965,-0.467722,0.001459
0.117000,0.320300,-0.000100,0.523317,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.013466,0.000151,-0.036327,0.199795,-0.001798,0.624406,-5.342507,0.051050,-16.120846,0.030741,-0.931298,-0.647970,13.095272,0.766093,-0.500950,0.001486
0.118000,0.320507,-0.000102,0.523952,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.013673,0.000153,-0.036961,0.201533,-0.000218,0.631007,-5.397998,0.019632,-16.316281,0.021149,-0.901472,-0.656952,12.984959,0.759290,-0.536132,0.001522
0.119000,0.320714,-0.000100,0.524597,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.013881,0.000151,-0.037607,0.203434,0.000435,0.635077,-5.456739,0.006398,-16.462251,0.019210,-0.877645,-0.658207,12.897649,0.756477,-0.565906,0.001520
0.120000,0.320917,-0.000103,0.525229,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.014084,0.000154,-0.038239,0.203231,-0.000694,0.635672,-5.473005,0.029295,-16.537367,0.024998,-0.862517,-0.652195,12.851866,0.760826,-0.578486,0.001514
0.121000,0.321121,-0.000105,0.525879,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.014287,0.000155,-0.038888,0.200984,-0.000835,0.640739,-5.448370,0.032227,-16.703625,0.028840,-0.836113,-0.647823,12.770377,0.761660,-0.594375,0.001515
0.122000,0.321321,-0.000108,0.526520,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.014487,0.000159,-0.039530,0.201302,-0.001468,0.644173,-5.474781,0.045231,-16.836421,0.032833,-0.816985,-0.643454,12.698056,0.764154,-0.616143,0.001535
0.123000,0.321527,-0.000113,0.527179,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.014693,0.000164,-0.040189,0.201797,-0.002132,0.648039,-5.505289,0.059042,-16.979689,0.036726,-0.790448,-0.638482,12.614785,0.766702,-0.640286,0.001546
0.124000,0.321733,-0.000114,0.527857,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.014899,0.000165,-0.040867,0.201821,-0.001552,0.654927,-5.526345,0.047530,-17.185235,0.034706,-0.758114,-0.640024,12.504954,0.764212,-0.670418,0.001564
0.125000,0.321939,-0.000115,0.528535,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.015105,0.000166,-0.041545,0.202459,-0.001087,0.665528,-5.559727,0.038340,-17.465102,0.030908,-0.720475,-0.644408,12.359611,0.761765,-0.712412,0.001611
0.126000,0.322145,-0.000115,0.529216,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.015311,0.000166,-0.042226,0.203157,-0.000943,0.668072,-5.594221,0.035436,-17.584074,0.029922,-0.699735,-0.644816,12.289707,0.760916,-0.734400,0.001626
0.127000,0.322345,-0.000115,0.529884,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.015511,0.000166,-0.042894,0.201947,-0.000692,0.669845,-5.590074,0.030395,-17.686284,0.029855,-0.680681,-0.644110,12.234551,0.759949,-0.746702,0.001631
0.128000,0.322546,-0.000120,0.530554,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.015713,0.000170,-0.043563,0.201038,-0.001868,0.669830,-5.592028,0.054402,-17.752947,0.035188,-0.666882,-0.638317,12.196186,0.764540,-0.755653,0.001643
0.129000,0.322746,-0.000123,0.531232,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.015912,0.000174,-0.044242,0.201041,-0.002079,0.669035,-5.612067,0.058973,-17.804903,0.036121,-0.647717,-0.636732,12.155537,0.765121,-0.766559,0.001612
0.130000,0.322939,-0.000125,0.531906,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.016106,0.000176,-0.044916,0.197766,-0.001599,0.672346,-5.565882,0.049532,-17.938481,0.035627,-0.619715,-0.636923,12.088143,0.763238,-0.774880,0.001584
0.131000,0.323138,-0.000124,0.532596,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.016304,0.000175,-0.045606,0.195527,-0.002478,0.676407,-5.540932,0.067065,-18.088726,0.040963,-0.586144,-0.629840,12.005909,0.766611,-0.789695,0.001589
0.132000,0.323333,-0.000119,0.533292,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.016500,0.000170,-0.046302,0.193837,0.000220,0.678812,-5.526698,0.012593,-18.206480,0.025723,-0.558079,-0.645525,11.938374,0.755178,-0.802475,0.001558
0.133000,0.323528,-0.000115,0.533978,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.016694,0.000166,-0.046988,0.193218,0.002073,0.679847,-5.533750,-0.024855,-18.295705,0.015094,-0.538444,-0.656453,11.884914,0.747265,-0.815612,0.001541
0.134000,0.323727,-0.000115,0.534674,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.016893,0.000166,-0.047684,0.193870,0.000446,0.684302,-5.566682,0.007636,-18.454435,0.022191,-0.511840,-0.649564,11.794410,0.753184,-0.842799,0.001551
0.135000,0.323919,-0.000114,0.535355,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.017085,0.000165,-0.048365,0.194407,0.000565,0.685661,-5.596645,0.005182,-18.549703,0.021649,-0.493658,-0.649056,11.736040,0.752504,-0.861184,0.001565
0.136000,0.324116,-0.000119,0.536067,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.017282,0.000169,-0.049077,0.194164,-0.001476,0.692613,-5.611498,0.046476,-18.759963,0.035019,-0.462416,-0.634675,11.625335,0.760795,-0.891586,0.001586
0.137000,0.324310,-0.000122,0.536774,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.017476,0.000172,-0.049784,0.193620,-0.001360,0.694454,-5.619991,0.044439,-18.867493,0.035014,-0.439841,-0.633673,11.562639,0.760246,-0.907562,0.001590
0.138000,0.324506,-0.000127,0.537495,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.017672,0.000177,-0.050505,0.194456,-0.004096,0.706781,-5.656319,0.099645,-19.186111,0.050350,-0.401713,-0.616534,11.400245,0.771187,-0.956315,0.001695
0.139000,0.324702,-0.000126,0.538230,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.017868,0.000177,-0.051240,0.193478,-0.003256,0.712144,-5.656324,0.082782,-19.366845,0.047095,-0.368289,-0.619733,11.300994,0.767535,-0.980537,0.001678
0.140000,0.324892,-0.000124,0.538956,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.018057,0.000175,-0.051966,0.192023,-0.001843,0.719803,-5.646200,0.054347,-19.592633,0.039761,-0.335519,-0.627557,11.186410,0.761489,-1.008613,0.001699
0.141000,0.325082,-0.000122,0.539684,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.018247,0.000173,-0.052694,0.192198,-0.000562,0.725152,-5.668691,0.028499,-19.772471,0.034389,-0.314411,-0.632523,11.094241,0.756335,-1.036800,0.001747
0.142000,0.325269,-0.000121,0.540411,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.018435,0.000171,-0.053421,0.188897,0.001835,0.721532,-5.621455,-0.019556,-19.772736,0.020610,-0.298896,-0.647548,11.089191,0.746327,-1.028207,0.001678
0.143000,0.325452,-0.000123,0.541123,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.018617,0.000173,-0.054133,0.185787,-0.000559,0.720320,-5.577479,0.028535,-19.819727,0.030941,-0.275943,-0.637148,11.058793,0.755433,-1.026485,0.001646
0.144000,0.325633,-0.000125,0.541860,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.018798,0.000175,-0.054870,0.182464,-0.000603,0.724191,-5.529132,0.029607,-19.970805,0.036345,-0.243408,-0.630549,10.979930,0.755989,-1.037764,0.001600
0.145000,0.325811,-0.000123,0.542596,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.018977,0.000173,-0.055606,0.182305,0.000216,0.734280,-5.543811,0.013019,-20.246182,0.031783,-0.198066,-0.635163,10.829553,0.751982,-1.078015,0.001602
0.146000,0.325993,-0.000119,0.543339,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.019159,0.000170,-0.056349,0.180242,0.001410,0.735755,-5.520715,-0.011201,-20.350003,0.023108,-0.171538,-0.644134,10.769976,0.746496,-1.088018,0.001593
0.147000,0.326179,-0.000116,0.544096,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.019344,0.000166,-0.057106,0.181624,0.001768,0.738694,-5.566913,-0.018733,-20.484510,0.019483,-0.146283,-0.647395,10.687771,0.744354,-1.115448,0.001610
0.148000,0.326363,-0.000113,0.544834,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.019529,0.000163,-0.057844,0.181954,0.002068,0.740142,-5.591978,-0.025031,-20.587199,0.017739,-0.126792,-0.648215,10.626550,0.742862,-1.134442,0.001633
0.149000,0.326550,-0.000117,0.545585,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.019715,0.000167,-0.058595,0.183817,-0.000047,0.745242,-5.647861,0.017683,-20.764292,0.030682,-0.102066,-0.633922,10.525884,0.751251,-1.169390,0.001661
0.150000,0.326735,-0.000120,0.546348,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.019901,0.000171,-0.059358,0.183502,-0.001081,0.749398,-5.660144,0.038680,-20.923712,0.039264,-0.079438,-0.624052,10.441877,0.755631,-1.193552,0.001686
0.151000,0.326921,-0.000126,0.547108,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.020087,0.000177,-0.060118,0.183718,-0.002456,0.756847,-5.683022,0.066775,-21.148751,0.048053,-0.045944,-0.614348,10.319630,0.760948,-1.228977,0.001703
0.152000,0.327111,-0.000126,0.547894,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.020277,0.000177,-0.060904,0.185871,-0.001379,0.766240,-5.745076,0.045246,-21.415155,0.042426,-0.010222,-0.619376,10.172179,0.756107,-1.277694,0.001754
0.153000,0.327299,-0.000128,0.548652,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.020465,0.000178,-0.061662,0.185571,-0.002236,0.765830,-5.757886,0.062549,-21.482785,0.045510,0.012177,-0.615503,10.124326,0.759082,-1.290097,0.001745
0.154000,0.327487,-0.000131,0.549415,0.306834,0.000051,0.486990,0.316833,0.000051,0.486990,-0.020653,0.000182,-0.062425,0.185842,-0.002387,0.763105,-5.782088,0.065917,-21.504588,0.045480,0.022665,-0.614160,10.103813,0.759595,-1.298096,0.001771
0.155000,0.327673,-0.000134,0.550177,0.306835,0.000051,0.486990,0.316833,0.000051,0.486990,-0.020838,0.000185,-0.063186,0.185324,-0.002349,0.758235,-5.790310,0.065476,-21.483346,0.046043,0.036317,-0.611544,10.100122,0.759542,-1.297479,0.001755
0.156000,0.327855,-0.000136,0.550924,0.306835,0.000051,0.486990,0.316833,0.000051,0.486990,-0.021020,0.000187,-0.063934,0.185066,-0.001924,0.757405,-5.803365,0.057177,-21.541517,0.042167,0.059322,-0.614758,10.054293,0.757269,-1.308764,0.001729
0.157000,0.328035,-0.000134,0.551687,0.306835,0.000051,0.486990,0.316833,0.000051,0.486990,-0.021201,0.000185,-0.064697,0.182584,0.001408,0.754575,-5.771781,-0.009677,-21.561196,0.021921,0.086886,-0.634461,10.027192,0.743176,-1.306582,0.001681
0.158000,0.328210,-0.000133,0.552444,0.306835,0.000051,0.486990,0.316833,0.000051,0.486990,-0.021376,0.000184,-0.065453,0.179148,0.001434,0.756054,-5.720553,-0.010323,-21.666415,0.024216,0.117744,-0.631787,9.966506,0.742922,-1.312089,0.001616
0.159000,0.328389,-0.000136,0.553212,0.306835,0.000051,0.486990,0.316833,0.000051,0.486990,-0.021554,0.000186,-0.066222,0.178221,0.002464,0.758645,-5.719836,-0.030649,-21.795063,0.017926,0.146846,-0.639287,9.889016,0.738098,-1.330456,0.001557
0.160000,0.328567,-0.000134,0.553987,0.306835,0.000051,0.486990,0.316833,0.000051,0.486990,-0.021733,0.000185,-0.066997,0.176407,0.002554,0.758686,-5.701406,-0.032619,-21.873390,0.018220,0.167184,-0.637871,9.843737,0.737637,-1.338283,0.001562
0.161000,0.328745,-0.000140,0.554746,0.306835,0.000051,0.486990,0.316833,0.000051,0.486990,-0.021910,0.000191,-0.067756,0.176380,0.000061,0.761221,-5.718628,0.017881,-22.000017,0.032514,0.185158,-0.622664,9.774783,0.747583,-1.359313,0.001579
0.162000,0.328925,-0.000141,0.555516,0.306835,0.000051,0.486990,0.316833,0.000051,0.486990,-0.022091,0.000192,-0.068526,0.176583,0.000227,0.764532,-5.740711,0.014641,-22.143236,0.032312,0.210096,-0.622095,9.691736,0.746595,-1.383945,0.001585
0.163000,0.329105,-0.000146,0.556298,0.306835,0.000051,0.486990,0.316833,0.000051,0.486990,-0.022270,0.000196,-0.069308,0.177004,-0.000893,0.772613,-5.767055,0.037509,-22.383075,0.039151,0.244132,-0.614416,9.561411,0.750706,-1.422852,0.001609
0.164000,0.329287,-0.000148,0.557096,0.306835,0.000051,0.486990,0.316833,0.000051,0.486990,-0.022452,0.000199,-0.070106,0.178552,-0.000630,0.782344,-5.816234,0.032467,-22.657501,0.038673,0.284266,-0.613555,9.407397,0.749138,-1.471294,0.001645
0.165000,0.329464,-0.000153,0.557900,0.306835,0.000051,0.486990,0.316833,0.000051,0.486990,-0.022630,0.000204,-0.070910,0.178221,-0.001677,0.787544,-5.827373,0.053945,-22.841850,0.043965,0.312267,-0.607298,9.307554,0.753005,-1.499740,0.001679
0.166000,0.329642,-0.000160,0.558671,0.306835,0.000051,0.486990,0.316833,0.000051,0.486990,-0.022807,0.000211,-0.071680,0.175622,-0.004071,0.782497,-5.793120,0.102496,-22.817982,0.055250,0.324679,-0.594144,9.313040,0.762572,-1.490558,0.001679
0.167000,0.329818,-0.000169,0.559447,0.306835,0.000051,0.486990,0.316833,0.000051,0.486990,-0.022983,0.000220,-0.072457,0.174934,-0.005742,0.780130,-5.797014,0.136799,-22.848321,0.063446,0.342454,-0.584408,9.284791,0.769099,-1.496352,0.001667
0.168000,0.329990,-0.000171,0.560241,0.306835,0.000051,0.486990,0.316833,0.000051,0.486990,-0.023155,0.000222,-0.073251,0.170879,-0.005992,0.779100,-5.733117,0.142004,-22.907064,0.067647,0.368426,-0.577290,9.249803,0.770465,-1.493362,0.001667
0.169000,0.330159,-0.000169,0.561023,0.306835,0.000051,0.486990,0.316833,0.000051,0.486990,-0.023324,0.000219,-0.074033,0.169523,-0.003663,0.782251,-5.722885,0.095191,-23.048339,0.055184,0.403067,-0.590150,9.162760,0.760400,-1.512425,0.001615
0.170000,0.330321,-0.000167,0.561823,0.306835,0.000051,0.486990,0.316833,0.000051,0.486990,-0.023486,0.000218,-0.074833,0.165175,-0.001330,0.788586,-5.652077,0.048402,-23.255047,0.043099,0.443655,-0.602926,9.054780,0.750455,-1.529108,0.001581
0.171000,0.330485,-0.000171,0.562619,0.306835,0.000051,0.486990,0.316833,0.000051,0.486990,-0.023650,0.000222,-0.075629,0.163716,-0.001519,0.792994,-5.639347,0.052545,-23.422799,0.045665,0.476253,-0.599562,8.960055,0.750937,-1.551307,0.001562
0.172000,0.330648,-0.000166,0.563416,0.306835,0.000051,0.486990,0.316833,0.000051,0.486990,-0.023813,0.000217,-0.076425,0.161885,0.000761,0.793760,-5.619008,0.006467,-23.517741,0.034949,0.498064,-0.610068,8.906111,0.741594,-1.561550,0.001552
0.173000,0.330813,-0.000168,0.564228,0.306835,0.000051,0.486990,0.316833,0.000051,0.486990,-0.023977,0.000219,-0.077238,0.160521,-0.000883,0.796192,-5.608162,0.039568,-23.647640,0.043452,0.524403,-0.600927,8.832858,0.747798,-1.578682,0.001547
0.174000,0.330971,-0.000171,0.565015,0.306835,0.000051,0.486990,0.316833,0.000051,0.486990,-0.024136,0.000222,-0.078025,0.158837,-0.002084,0.793177,-5.590339,0.063827,-23.666009,0.046832,0.544036,-0.597157,8.811154,0.751892,-1.578811,0.001514
0.175000,0.331135,-0.000177,0.565849,0.306835,0.000051,0.486990,0.316833,0.000051,0.486990,-0.024300,0.000228,-0.078859,0.159610,-0.005215,0.808509,-5.622192,0.127102,-24.056051,0.066366,0.592161,-0.574619,8.605137,0.764199,-1.641224,0.001595
0.176000,0.331291,-0.000180,0.566665,0.306835,0.000051,0.486990,0.316833,0.000051,0.486990,-0.024456,0.000231,-0.079675,0.158364,-0.004095,0.817782,-5.612865,0.104978,-24.323130,0.061820,0.628924,-0.579252,8.465186,0.759310,-1.678467,0.001606
0.177000,0.331449,-0.000185,0.567483,0.306835,0.000051,0.486990,0.316833,0.000051,0.486990,-0.024614,0.000236,-0.080493,0.158173,-0.004983,0.818128,-5.624853,0.123271,-24.411891,0.068711,0.647007,-0.570847,8.412718,0.762974,-1.694008,0.001611
0.178000,0.331602,-0.000191,0.568294,0.306835,0.000051,0.486990,0.316833,0.000051,0.486990,-0.024767,0.000241,-0.081304,0.156389,-0.006019,0.812553,-5.604477,0.144530,-24.381414,0.071012,0.659092,-0.567167,8.420240,0.766829,-1.686418,0.001626
0.179000,0.331754,-0.000192,0.569082,0.306835,0.000051,0.486990,0.316833,0.000051,0.486990,-0.024919,0.000243,-0.082091,0.154310,-0.004008,0.807993,-5.578086,0.104412,-24.369013,0.059790,0.675469,-0.577802,8.415592,0.758544,-1.680515,0.001600
0.180000,0.331901,-0.000192,0.569901,0.306835,0.000051,0.486990,0.316833,0.000051,0.486990,-0.025066,0.000243,-0.082911,0.150218,-0.002136,0.811194,-5.510951,0.067003,-24.515000,0.050374,0.714406,-0.587424,8.331922,0.750482,-1.690223,0.001544
0.181000,0.332041,-0.000191,0.570725,0.306835,0.000051,0.486990,0.316833,0.000051,0.486990,-0.025206,0.000241,-0.083735,0.145964,-0.001474,0.811677,-5.439874,0.053603,-24.607008,0.046457,0.750506,-0.591674,8.273712,0.747113,-1.691517,0.001464
0.182000,0.332174,-0.000183,0.571533,0.306836,0.000051,0.486990,0.316833,0.000051,0.486990,-0.025339,0.000234,-0.084543,0.140521,0.001796,0.815057,-5.344308,-0.012518,-24.755465,0.030537,0.791075,-0.608101,8.191548,0.733489,-1.696322,0.001408
0.183000,0.332307,-0.000180,0.572350,0.306836,0.000051,0.486990,0.316833,0.000051,0.486990,-0.025472,0.000231,-0.085360,0.137717,0.002361,0.812377,-5.301504,-0.024136,-24.783515,0.027494,0.815291,-0.610378,8.166419,0.730827,-1.693314,0.001374
0.184000,0.332443,-0.000179,0.573163,0.306836,0.000051,0.486990,0.316833,0.000051,0.486990,-0.025608,0.000230,-0.086173,0.136512,0.001846,0.815930,-5.291007,-0.013920,-24.935928,0.032132,0.842152,-0.604411,8.082778,0.732763,-1.714064,0.001391
0.185000,0.332578,-0.000180,0.573985,0.306836,0.000051,0.486990,0.316833,0.000051,0.486990,-0.025742,0.000230,-0.086995,0.137160,0.000045,0.814653,-5.317412,0.022149,-24.992557,0.040725,0.860515,-0.594606,8.040574,0.739495,-1.727876,0.001385
0.186000,0.332715,-0.000181,0.574856,0.306836,0.000051,0.486990,0.316833,0.000051,0.486990,-0.025879,0.000232,-0.087866,0.136543,-0.000403,0.828875,-5.318807,0.031214,-25.364102,0.045896,0.904337,-0.589180,7.850009,0.740883,-1.782979,0.001417
0.187000,0.332843,-0.000180,0.575687,0.306836,0.000051,0.486990,0.316833,0.000051,0.486990,-0.026007,0.000231,-0.088697,0.132445,-0.002046,0.831697,-5.249583,0.064004,-25.503585,0.057990,0.934755,-0.576195,7.777588,0.747488,-1.791205,0.001370
0.188000,0.332975,-0.000186,0.576538,0.306836,0.000051,0.486990,0.316833,0.000051,0.486990,-0.026139,0.000237,-0.089548,0.133018,-0.003643,0.841612,-5.274225,0.096568,-25.787041,0.064681,0.960626,-0.568198,7.636417,0.753503,-1.837379,0.001497
0.189000,0.333105,-0.000199,0.577355,0.306836,0.000051,0.486990,0.316833,0.000051,0.486990,-0.026269,0.000249,-0.090365,0.131049,-0.006750,0.832890,-5.247876,0.159948,-25.694328,0.081926,0.972691,-0.547118,7.671841,0.766446,-1.819632,0.001495
0.190000,0.333238,-0.000204,0.578182,0.306836,0.000051,0.486990,0.316833,0.000051,0.486990,-0.026402,0.000255,-0.091192,0.131340,-0.006009,0.827566,-5.266977,0.145683,-25.670496,0.075728,0.989821,-0.552043,7.665094,0.763014,-1.820707,0.001490
0.191000,0.333368,-0.000202,0.579033,0.306836,0.000051,0.486990,0.316833,0.000051,0.486990,-0.026532,0.000253,-0.092043,0.129576,-0.001167,0.828324,-5.244743,0.048637,-25.770823,0.043717,1.028450,-0.586441,7.592372,0.741804,-1.833113,0.001438
0.192000,0.333492,-0.000196,0.579859,0.306836,0.000051,0.486990,0.316833,0.000051,0.486990,-0.026656,0.000247,-0.092869,0.127046,0.001971,0.830020,-5.206521,-0.014714,-25.887261,0.027334,1.067322,-0.603795,7.513931,0.728212,-1.844808,0.001347
0.193000,0.333614,-0.000190,0.580699,0.306836,0.000051,0.486990,0.316833,0.000051,0.486990,-0.026778,0.000241,-0.093708,0.123056,0.005433,0.829197,-5.138957,-0.084572,-25.954790,0.005417,1.102838,-0.628151,7.463665,0.712905,-1.843796,0.001238
0.194000,0.333735,-0.000189,0.581519,0.306836,0.000051,0.486990,0.316833,0.000051,0.486990,-0.026899,0.000240,-0.094528,0.122844,0.003808,0.826511,-5.146774,-0.052199,-25.983060,0.017913,1.126822,-0.612353,7.429699,0.719477,-1.850582,0.001215
0.195000,0.333857,-0.000190,0.582355,0.306836,0.000051,0.486990,0.316833,0.000051,0.486990,-0.027021,0.000240,-0.095365,0.122121,0.002070,0.825184,-5.144468,-0.017345,-26.040138,0.031457,1.151861,-0.595759,7.384740,0.726646,-1.859645,0.001200
0.196000,0.333976,-0.000192,0.583212,0.306836,0.000051,0.486990,0.316833,0.000051,0.486990,-0.027140,0.000243,-0.096222,0.122244,-0.001243,0.829822,-5.158866,0.049170,-26.218660,0.055930,1.185677,-0.567792,7.279417,0.740282,-1.889814,0.001185
0.197000,0.334096,-0.000191,0.584062,0.306836,0.000051,0.486990,0.316833,0.000051,0.486990,-0.027260,0.000242,-0.097072,0.121099,-0.000276,0.837579,-5.147954,0.029732,-26.458740,0.048926,1.221873,-0.575320,7.149503,0.735316,-1.924297,0.001186
