time,p_EE_x,p_EE_y,p_EE_z,p_d_x,p_d_y,p_d_z,e_p_x,e_p_y,e_p_z,e_R_x,e_R_y,e_R_z,pdot_x,pdot_y,pdot_z,omega_x,omega_y,omega_z,f_x,f_y,f_z,m_x,m_y,m_z,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_7
2.448000,0.306360,0.000267,0.485852,0.306723,0.000193,0.486799,0.000363,-0.000074,0.000947,-0.000290,-0.001896,-0.000100,0.000161,-0.000213,-0.000306,0.000484,0.000921,-0.001502,0.040372,-0.003111,0.100798,-0.002951,-0.005635,0.002655,0.001691,-0.030344,0.002933,0.058380,-0.003599,0.022959,-0.002653
2.449000,0.306360,0.000268,0.485853,0.306723,0.000193,0.486799,0.000363,-0.000075,0.000946,-0.000287,-0.001894,-0.000109,0.000091,0.000177,0.000301,-0.000664,-0.000687,0.001990,0.041732,-0.011002,0.088560,0.001651,-0.002414,-0.004360,-0.007742,-0.023168,-0.007840,0.049563,-0.000646,0.018960,0.004355
2.450000,0.306360,0.000267,0.485852,0.306723,0.000193,0.486799,0.000363,-0.000074,0.000948,-0.000287,-0.001899,-0.000107,0.000027,-0.000113,-0.000325,-0.000287,0.001079,0.000696,0.043026,-0.005141,0.101270,0.000141,-0.005956,-0.001767,-0.003353,-0.030406,-0.003039,0.059267,-0.000927,0.023885,0.001762
2.451000,0.306359,0.000268,0.485851,0.306723,0.000193,0.486799,0.000364,-0.000075,0.000948,-0.000287,-0.001899,-0.000107,-0.000310,0.000326,-0.000373,-0.000350,0.000627,0.000668,0.049880,-0.014038,0.102269,0.000394,-0.005053,-0.001712,-0.006027,-0.028760,-0.006070,0.059716,-0.002547,0.024512,0.001708
2.452000,0.306360,0.000268,0.485851,0.306723,0.000193,0.486799,0.000363,-0.000075,0.000948,-0.000285,-0.001899,-0.000102,0.000000,0.000037,-0.000136,-0.000933,0.000181,-0.001430,0.043596,-0.008208,0.097498,0.002733,-0.004160,0.002503,-0.000023,-0.027366,-0.002852,0.055765,0.001012,0.021876,-0.002512
2.453000,0.306359,0.000268,0.485852,0.306723,0.000193,0.486799,0.000364,-0.000075,0.000947,-0.000287,-0.001897,-0.000103,-0.000050,-0.000104,-0.000111,0.000673,0.000358,-0.001012,0.044651,-0.005426,0.096947,-0.003699,-0.004511,0.001663,-0.000011,-0.027386,0.002010,0.055991,-0.004833,0.022400,-0.001658
2.454000,0.306361,0.000267,0.485853,0.306723,0.000193,0.486799,0.000363,-0.000074,0.000946,-0.000285,-0.001895,-0.000105,0.000293,-0.000194,0.000559,-0.000586,-0.000876,0.000418,0.037646,-0.003527,0.083409,0.001348,-0.002039,-0.001205,-0.002295,-0.021839,-0.002969,0.046232,0.000617,0.017271,0.001200
2.455000,0.306360,0.000267,0.485853,0.306723,0.000193,0.486799,0.000363,-0.000074,0.000946,-0.000288,-0.001895,-0.000107,-0.000094,-0.000228,0.000194,0.000838,-0.000821,0.000285,0.045491,-0.002881,0.090770,-0.004361,-0.002148,-0.000943,-0.001838,-0.023002,0.001463,0.050822,-0.004955,0.019675,0.000951
2.456000,0.306359,0.000268,0.485853,0.306723,0.000193,0.486799,0.000364,-0.000075,0.000946,-0.000286,-0.001894,-0.000103,-0.000270,0.000210,0.000016,-0.000232,-0.000309,-0.000515,0.049114,-0.011686,0.094297,-0.000073,-0.003169,0.000668,-0.002925,-0.024551,-0.003293,0.053974,-0.002523,0.021768,-0.000670
2.457000,0.306360,0.000266,0.485854,0.306723,0.000193,0.486799,0.000363,-0.000073,0.000945,-0.000291,-0.001891,-0.000098,0.000026,-0.000603,0.000601,0.001093,-0.001650,-0.002146,0.043096,0.004808,0.082471,-0.005391,-0.000483,0.003950,0.005411,-0.019163,0.008146,0.044933,-0.004377,0.016774,-0.003940
2.458000,0.306360,0.000267,0.485854,0.306723,0.000193,0.486799,0.000363,-0.000074,0.000945,-0.000289,-0.001891,-0.000102,0.000102,0.000203,0.000230,0.000078,-0.000543,-0.000022,0.041575,-0.011490,0.089893,-0.001324,-0.002696,-0.000312,-0.003843,-0.023881,-0.003033,0.050452,-0.003731,0.019322,0.000313
2.459000,0.306359,0.000267,0.485853,0.306723,0.000193,0.486799,0.000364,-0.000074,0.000946,-0.000289,-0.001894,-0.000105,-0.000208,0.000135,-0.000027,0.000055,0.000238,0.001240,0.047843,-0.010134,0.095135,-0.001230,-0.004266,-0.002850,-0.005967,-0.026098,-0.004455,0.055302,-0.003347,0.022672,0.002849
2.460000,0.306359,0.000268,0.485854,0.306723,0.000193,0.486799,0.000364,-0.000075,0.000945,-0.000286,-0.001893,-0.000106,-0.000139,0.000311,-0.000018,-0.000818,0.000159,0.000851,0.046488,-0.013719,0.094909,0.002270,-0.004104,-0.002072,-0.006287,-0.026074,-0.007545,0.054859,-0.000603,0.022206,0.002064
2.461000,0.306359,0.000267,0.485853,0.306723,0.000193,0.486799,0.000364,-0.000074,0.000946,-0.000288,-0.001893,-0.000100,0.000015,-0.000227,0.000033,0.000103,-0.000402,-0.001268,0.043348,-0.002825,0.093929,-0.001421,-0.002982,0.002186,0.001310,-0.025132,0.001613,0.052872,-0.002009,0.020333,-0.002186
2.462000,0.306360,0.000267,0.485854,0.306723,0.000193,0.486799,0.000363,-0.000074,0.000946,-0.000289,-0.001894,-0.000102,0.000129,-0.000161,0.000137,0.000464,-0.000124,-0.000173,0.041020,-0.004133,0.091825,-0.002868,-0.003541,-0.000011,-0.001288,-0.025401,0.000660,0.052137,-0.003728,0.020218,0.000014
2.463000,0.306360,0.000267,0.485852,0.306723,0.000193,0.486799,0.000363,-0.000074,0.000947,-0.000288,-0.001896,-0.000102,0.000037,0.000073,-0.000433,-0.000086,0.000616,-0.000231,0.042860,-0.008877,0.103392,-0.000664,-0.005024,0.000106,-0.002624,-0.030148,-0.002358,0.059314,-0.002521,0.023102,-0.000109
2.464000,0.306359,0.000268,0.485854,0.306723,0.000193,0.486799,0.000364,-0.000075,0.000945,-0.000288,-0.001890,-0.000110,-0.000145,0.000418,0.000320,-0.000054,-0.001083,0.002545,0.046611,-0.015892,0.088087,-0.000793,-0.001614,-0.005473,-0.010355,-0.021476,-0.008488,0.049166,-0.004118,0.019146,0.005474
2.465000,0.306358,0.000267,0.485851,0.306723,0.000193,0.486799,0.000365,-0.000074,0.000948,-0.000287,-0.001899,-0.000106,-0.000189,-0.000184,-0.001009,-0.000478,0.002485,0.000491,0.047535,-0.003716,0.115007,0.000907,-0.008767,-0.001353,-0.002504,-0.036739,-0.002828,0.069139,0.000139,0.028848,0.001345
2.466000,0.306360,0.000268,0.485854,0.306723,0.000193,0.486799,0.000364,-0.000075,0.000945,-0.000287,-0.001894,-0.000105,0.000127,0.000151,0.000442,-0.000273,-0.000484,-0.000026,0.041079,-0.010496,0.085715,0.000086,-0.002819,-0.000316,-0.003542,-0.022801,-0.003710,0.048541,-0.002113,0.018975,0.000314
2.467000,0.306359,0.000269,0.485853,0.306723,0.000193,0.486799,0.000365,-0.000076,0.000946,-0.000286,-0.001892,-0.000105,-0.000162,0.000271,-0.000099,-0.000184,-0.000545,-0.000444,0.046993,-0.013016,0.096609,-0.000264,-0.002693,0.000520,-0.003480,-0.025107,-0.003694,0.054315,-0.002993,0.021048,-0.000522
2.468000,0.306359,0.000268,0.485852,0.306723,0.000193,0.486799,0.000364,-0.000075,0.000947,-0.000285,-0.001898,-0.000103,-0.000173,0.000051,-0.000334,-0.000582,0.001066,-0.000713,0.047199,-0.008517,0.101423,0.001331,-0.005927,0.001065,-0.001557,-0.029784,-0.002977,0.059847,-0.000453,0.024747,-0.001072
2.469000,0.306359,0.000267,0.485854,0.306723,0.000193,0.486799,0.000364,-0.000074,0.000945,-0.000289,-0.001892,-0.000105,-0.000014,-0.000315,0.000526,0.000673,-0.001325,0.000164,0.043969,-0.001084,0.084025,-0.003702,-0.001135,-0.000694,-0.001038,-0.020157,0.001758,0.046431,-0.003919,0.017750,0.000701
2.470000,0.306359,0.000268,0.485851,0.306723,0.000193,0.486799,0.000364,-0.000075,0.000948,-0.000287,-0.001899,-0.000109,0.000116,0.000269,-0.000715,-0.000150,0.001993,0.001616,0.041353,-0.012905,0.109103,-0.000405,-0.007785,-0.003615,-0.007579,-0.034891,-0.006476,0.064573,-0.003103,0.026048,0.003610
2.471000,0.306359,0.000267,0.485850,0.306723,0.000193,0.486799,0.000365,-0.000074,0.000949,-0.000288,-0.001901,-0.000105,-0.000063,-0.000172,-0.000807,0.000293,0.002250,-0.000381,0.045001,-0.003976,0.111018,-0.002180,-0.008303,0.000396,-0.000834,-0.035437,0.000509,0.066465,-0.003006,0.027499,-0.000397
2.472000,0.306359,0.000266,0.485853,0.306723,0.000193,0.486799,0.000364,-0.000073,0.000946,-0.000290,-0.001892,-0.000101,0.000051,-0.000423,0.000417,0.000811,-0.001334,0.006959,0.042702,0.001140,0.086248,-0.004257,-0.001116,-0.014273,-0.013935,-0.021013,-0.006721,0.047298,-0.003981,0.017670,0.014281
2.473000,0.306359,0.000266,0.485854,0.306723,0.000193,0.486799,0.000365,-0.000073,0.000945,-0.000287,-0.001890,-0.000104,-0.000066,-0.000194,0.000477,-0.000290,-0.001541,0.007036,0.045064,-0.003467,0.084989,0.000154,-0.000699,-0.014437,-0.015511,-0.019849,-0.011454,0.046592,-0.000539,0.017641,0.014436
2.474000,0.306359,0.000267,0.485855,0.306723,0.000193,0.486799,0.000364,-0.000074,0.000944,-0.000288,-0.001888,-0.000105,0.000268,-0.000079,0.000712,0.000046,-0.001856,0.005785,0.038279,-0.005777,0.080172,-0.001195,-0.000064,-0.011938,-0.013718,-0.018775,-0.009483,0.042810,-0.002379,0.015153,0.011940
2.475000,0.306359,0.000268,0.485853,0.306723,0.000193,0.486799,0.000364,-0.000075,0.000946,-0.000285,-0.001893,-0.000108,0.000023,0.000326,-0.000095,-0.001042,-0.000031,0.005296,0.043198,-0.014003,0.096538,0.003169,-0.003725,-0.010970,-0.015271,-0.026700,-0.014560,0.054826,0.000254,0.021283,0.010960
2.476000,0.306360,0.000268,0.485854,0.306723,0.000193,0.486799,0.000363,-0.000075,0.000945,-0.000289,-0.001891,-0.000105,0.000199,0.000421,0.000312,0.000580,-0.000398,0.003132,0.039646,-0.015966,0.088252,-0.003331,-0.002985,-0.006634,-0.011536,-0.023962,-0.007532,0.049718,-0.006668,0.019065,0.006638
2.477000,0.306359,0.000265,0.485855,0.306723,0.000193,0.486799,0.000364,-0.000072,0.000944,-0.000289,-0.001890,-0.000096,-0.000002,-0.000824,0.000358,0.000578,-0.000585,-0.000663,0.043711,0.009273,0.087274,-0.003327,-0.002608,0.000988,0.003818,-0.022667,0.006043,0.049406,-0.001367,0.019453,-0.000983
2.478000,0.306359,0.000267,0.485855,0.306723,0.000193,0.486799,0.000364,-0.000074,0.000944,-0.000288,-0.001887,-0.000101,0.000685,-0.000027,0.002968,-0.000006,-0.006819,0.001251,0.029999,-0.006822,0.035060,-0.000984,0.009862,-0.002854,-0.004951,0.003678,-0.003545,0.010538,-0.002408,-0.000477,0.002863
2.479000,0.306359,0.000268,0.485853,0.306723,0.000193,0.486799,0.000364,-0.000075,0.000946,-0.000287,-0.001893,-0.000110,0.000653,0.000504,0.001840,-0.000395,-0.003609,0.004176,0.030615,-0.017599,0.057809,0.000573,0.003432,-0.008738,-0.014136,-0.009610,-0.012304,0.027778,-0.003106,0.008082,0.008739
2.480000,0.306359,0.000268,0.485855,0.306723,0.000193,0.486799,0.000365,-0.000075,0.000944,-0.000288,-0.001889,-0.000104,0.000325,0.000155,0.002029,0.000128,-0.004335,0.000800,0.037243,-0.010571,0.053863,-0.001522,0.004893,-0.001964,-0.005213,-0.005930,-0.003760,0.025310,-0.003735,0.007665,0.001970
2.481000,0.306359,0.000268,0.485855,0.306723,0.000193,0.486799,0.000364,-0.000075,0.000944,-0.000287,-0.001888,-0.000105,0.000489,-0.000067,0.001624,0.000085,-0.003431,-0.000454,0.033884,-0.006210,0.061931,-0.001343,0.003085,0.000542,-0.001369,-0.010717,-0.000699,0.030491,-0.002642,0.009471,-0.000537
2.482000,0.306359,0.000267,0.485855,0.306723,0.000193,0.486799,0.000364,-0.000074,0.000944,-0.000288,-0.001889,-0.000100,0.000172,-0.000173,0.001083,0.000260,-0.002515,-0.001039,0.040279,-0.003972,0.072792,-0.002048,0.001252,0.001728,0.000501,-0.014895,0.001363,0.038271,-0.002878,0.013601,-0.001723
2.483000,0.306359,0.000268,0.485853,0.306723,0.000193,0.486799,0.000364,-0.000075,0.000946,-0.000287,-0.001892,-0.000105,0.000164,0.000236,0.000341,-0.000219,-0.000642,0.001522,0.040432,-0.012224,0.087773,-0.000132,-0.002501,-0.003414,-0.007170,-0.023211,-0.006307,0.049110,-0.002688,0.018703,0.003413
2.484000,0.306359,0.000268,0.485856,0.306723,0.000193,0.486799,0.000364,-0.000075,0.000943,-0.000288,-0.001884,-0.000110,0.000154,0.000328,0.001250,-0.000143,-0.003241,0.002588,0.040628,-0.014102,0.069298,-0.000435,0.002713,-0.005561,-0.009892,-0.012313,-0.008218,0.035206,-0.003384,0.011913,0.005563
2.485000,0.306359,0.000267,0.485854,0.306723,0.000193,0.486799,0.000364,-0.000074,0.000945,-0.000288,-0.001891,-0.000103,0.000159,-0.000175,0.000179,0.000092,-0.000128,-0.000658,0.040513,-0.003910,0.090930,-0.001376,-0.003525,0.000956,-0.000253,-0.025189,0.000360,0.051634,-0.002191,0.020017,-0.000956
2.486000,0.306360,0.000266,0.485855,0.306723,0.000193,0.486799,0.000364,-0.000073,0.000945,-0.000287,-0.001890,-0.000101,0.000284,-0.000337,0.000289,-0.000176,-0.000250,-0.000976,0.037947,-0.000603,0.088685,-0.000302,-0.003280,0.001599,0.001404,-0.024649,0.001128,0.050000,-0.000422,0.019035,-0.001601
2.487000,0.306359,0.000268,0.485855,0.306723,0.000193,0.486799,0.000365,-0.000075,0.000945,-0.000287,-0.001889,-0.000104,-0.000122,0.000176,0.000261,-0.000273,-0.000541,0.000550,0.046183,-0.010996,0.089243,0.000089,-0.002697,-0.001466,-0.004847,-0.022979,-0.004690,0.050741,-0.002212,0.020238,0.001464
2.488000,0.306359,0.000266,0.485855,0.306723,0.000193,0.486799,0.000365,-0.000073,0.000945,-0.000291,-0.001889,-0.000101,-0.000076,-0.000455,0.000193,0.001066,-0.000401,-0.000631,0.045258,0.001799,0.090593,-0.005282,-0.002977,0.000907,0.001446,-0.023812,0.004942,0.051536,-0.004895,0.020437,-0.000898
2.489000,0.306358,0.000268,0.485855,0.306723,0.000193,0.486799,0.000365,-0.000075,0.000945,-0.000290,-0.001890,-0.000109,-0.000104,0.000395,0.000119,0.000503,-0.000027,0.001979,0.045847,-0.015398,0.092076,-0.003028,-0.003726,-0.004337,-0.009067,-0.024927,-0.005942,0.053062,-0.006251,0.021445,0.004341
2.490000,0.306360,0.000268,0.485855,0.306723,0.000193,0.486799,0.000364,-0.000075,0.000945,-0.000288,-0.001890,-0.000104,0.000309,0.000181,0.000071,-0.000502,0.000008,-0.000059,0.037455,-0.011093,0.093037,0.001001,-0.003796,-0.000248,-0.003656,-0.026574,-0.004504,0.052505,-0.001322,0.019831,0.000243
2.491000,0.306359,0.000268,0.485853,0.306723,0.000193,0.486799,0.000364,-0.000075,0.000946,-0.000291,-0.001892,-0.000103,-0.000032,0.000017,-0.000343,-0.000383,0.000638,-0.000379,0.044365,-0.007866,0.101441,0.000513,-0.005061,0.000397,-0.002025,-0.029358,-0.002658,0.058625,-0.001132,0.023285,-0.000401
2.492000,0.306358,0.000268,0.485855,0.306723,0.000193,0.486799,0.000365,-0.000075,0.000944,-0.000292,-0.001887,-0.000102,-0.000132,-0.000280,0.000410,-0.000016,-0.001351,-0.000855,0.046405,-0.001860,0.086200,-0.000959,-0.001072,0.001354,0.000772,-0.020387,0.001012,0.047708,-0.001343,0.018390,-0.001353
2.493000,0.306360,0.000267,0.485853,0.306723,0.000193,0.486799,0.000364,-0.000074,0.000946,-0.000288,-0.001894,-0.000106,0.000267,-0.000056,-0.000433,-0.000640,0.001409,0.001047,0.038279,-0.006322,0.103272,0.001554,-0.006605,-0.002467,-0.004414,-0.032393,-0.004917,0.060248,0.000239,0.023711,0.002458
2.494000,0.306359,0.000268,0.485852,0.306723,0.000193,0.486799,0.000365,-0.000075,0.000947,-0.000287,-0.001897,-0.000110,-0.000157,0.000183,-0.000685,-0.000189,0.001997,0.001765,0.046881,-0.011148,0.108420,-0.000251,-0.007788,-0.003914,-0.007342,-0.033840,-0.006229,0.064968,-0.002579,0.027156,0.003909
2.495000,0.306359,0.000268,0.485854,0.306723,0.000193,0.486799,0.000364,-0.000075,0.000946,-0.000287,-0.001893,-0.000105,0.000097,0.000293,0.000095,-0.000130,-0.000057,-0.000232,0.041743,-0.013383,0.092660,-0.000487,-0.003671,0.000095,-0.004016,-0.025678,-0.003953,0.052754,-0.003293,0.020574,-0.000097
2.496000,0.306359,0.000266,0.485853,0.306723,0.000193,0.486799,0.000364,-0.000073,0.000946,-0.000291,-0.001893,-0.000098,-0.000091,-0.000718,-0.000026,0.001160,-0.000042,-0.003259,0.045557,0.007053,0.095121,-0.005658,-0.003703,0.006174,0.008323,-0.025881,0.010635,0.054437,-0.004174,0.021618,-0.006165
2.497000,0.306359,0.000269,0.485854,0.306723,0.000193,0.486799,0.000364,-0.000076,0.000945,-0.000288,-0.001891,-0.000107,0.000010,0.000677,0.000246,-0.000270,-0.000588,0.001312,0.043499,-0.021146,0.089588,0.000073,-0.002606,-0.002998,-0.009488,-0.023406,-0.009056,0.050466,-0.004361,0.019613,0.002996
2.498000,0.306359,0.000267,0.485854,0.306723,0.000193,0.486799,0.000364,-0.000074,0.000945,-0.000290,-0.001892,-0.000103,-0.000049,-0.000220,0.000142,0.000453,-0.000124,-0.000299,0.044714,-0.003000,0.091688,-0.002827,-0.003537,0.000236,-0.000695,-0.024791,0.001173,0.052545,-0.003449,0.020980,-0.000233
2.499000,0.306359,0.000266,0.485854,0.306723,0.000193,0.486799,0.000364,-0.000073,0.000945,-0.000289,-0.001891,-0.000107,0.000074,-0.000300,0.000140,0.000021,-0.000594,0.001220,0.042200,-0.001358,0.091712,-0.001094,-0.002593,-0.002816,-0.003244,-0.024240,-0.001677,0.051289,-0.001364,0.019512,0.002817
2.500000,0.306359,0.000267,0.485853,0.306723,0.000193,0.486799,0.000364,-0.000074,0.000946,-0.000288,-0.001892,-0.000100,-0.000022,-0.000140,-0.000169,-0.000148,0.000161,-0.001588,0.044153,-0.004573,0.097964,-0.000418,-0.004107,0.002826,0.001413,-0.027370,0.000786,0.056004,-0.001375,0.021981,-0.002828
2.501000,0.306359,0.000267,0.485854,0.306723,0.000193,0.486799,0.000364,-0.000074,0.000945,-0.000289,-0.001890,-0.000100,-0.000014,-0.000050,-0.000112,0.000105,0.000107,-0.001059,0.043971,-0.006372,0.096723,-0.001431,-0.003993,0.001767,-0.000196,-0.026904,0.000171,0.055281,-0.002765,0.021720,-0.001767
2.502000,0.306359,0.000268,0.485854,0.306723,0.000193,0.486799,0.000364,-0.000075,0.000945,-0.000288,-0.001890,-0.000103,0.000012,0.000084,0.000167,0.000260,-0.000249,-0.000222,0.043457,-0.009164,0.091128,-0.002049,-0.003283,0.000084,-0.002735,-0.024558,-0.001487,0.051864,-0.003967,0.020413,-0.000082
2.503000,0.306358,0.000266,0.485855,0.306723,0.000193,0.486799,0.000365,-0.000073,0.000944,-0.000288,-0.001887,-0.000097,-0.000126,-0.000275,0.000502,-0.000219,-0.001611,-0.000679,0.046273,-0.001837,0.084340,-0.000132,-0.000551,0.001018,0.000444,-0.019317,0.000198,0.046294,-0.000511,0.017680,-0.001019
2.504000,0.306359,0.000268,0.485853,0.306723,0.000193,0.486799,0.000364,-0.000075,0.000946,-0.000285,-0.001893,-0.000107,-0.000022,0.000168,-0.000318,-0.000538,0.000925,0.001718,0.044163,-0.010856,0.100950,0.001153,-0.005636,-0.003811,-0.007149,-0.029814,-0.007055,0.058942,-0.001114,0.023778,0.003805
2.505000,0.306359,0.000268,0.485851,0.306723,0.000193,0.486799,0.000364,-0.000075,0.000948,-0.000286,-0.001899,-0.000105,0.000233,0.000283,-0.000994,-0.000362,0.002700,0.000482,0.038978,-0.013148,0.114705,0.000444,-0.009198,-0.001329,-0.005367,-0.038385,-0.005542,0.068322,-0.002308,0.027450,0.001322
2.506000,0.306359,0.000267,0.485853,0.306723,0.000193,0.486799,0.000364,-0.000074,0.000946,-0.000288,-0.001895,-0.000101,-0.000064,0.000008,-0.000075,0.000152,0.000546,-0.000818,0.045006,-0.007577,0.096145,-0.001615,-0.004883,0.001282,-0.001051,-0.027458,-0.000432,0.056030,-0.003202,0.022777,-0.001282
2.507000,0.306359,0.000267,0.485855,0.306723,0.000193,0.486799,0.000364,-0.000074,0.000944,-0.000287,-0.001889,-0.000101,0.000001,0.000015,0.000407,-0.000292,-0.001021,-0.000471,0.043653,-0.007727,0.086265,0.000164,-0.001735,0.000589,-0.001790,-0.021491,-0.002228,0.048048,-0.001454,0.018481,-0.000590
2.508000,0.306359,0.000268,0.485852,0.306723,0.000193,0.486799,0.000364,-0.000075,0.000947,-0.000288,-0.001894,-0.000108,0.000049,0.000224,-0.000380,0.000012,0.000480,0.001971,0.042692,-0.011954,0.102270,-0.001055,-0.004747,-0.004320,-0.007994,-0.029554,-0.006208,0.058486,-0.003551,0.022695,0.004319
2.509000,0.306359,0.000267,0.485854,0.306723,0.000193,0.486799,0.000364,-0.000074,0.000945,-0.000289,-0.001891,-0.000105,-0.000016,-0.000032,0.000398,0.000401,-0.000842,0.000175,0.044020,-0.006795,0.086536,-0.002614,-0.002099,-0.000716,-0.002810,-0.021881,-0.000883,0.048586,-0.004033,0.018945,0.000720
2.510000,0.306360,0.000268,0.485853,0.306723,0.000193,0.486799,0.000364,-0.000075,0.000946,-0.000286,-0.001894,-0.000103,0.000210,0.000067,-0.000055,-0.000567,0.000315,0.000782,0.039435,-0.008793,0.095705,0.001267,-0.004417,-0.001926,-0.004630,-0.027710,-0.005132,0.054640,-0.000569,0.021103,0.001920
2.511000,0.306359,0.000267,0.485854,0.306723,0.000193,0.486799,0.000364,-0.000074,0.000946,-0.000288,-0.001892,-0.000101,0.000055,-0.000033,0.000134,0.000061,-0.000346,-0.001020,0.042564,-0.006767,0.091876,-0.001250,-0.003092,0.001686,-0.000399,-0.024733,-0.000142,0.051912,-0.002666,0.020098,-0.001686
2.512000,0.306359,0.000266,0.485854,0.306723,0.000193,0.486799,0.000364,-0.000073,0.000945,-0.000289,-0.001890,-0.000100,0.000009,-0.000306,0.000284,0.000387,-0.001059,-0.001180,0.043497,-0.001229,0.088823,-0.002560,-0.001662,0.002010,0.001622,-0.022225,0.002812,0.049161,-0.002812,0.018597,-0.002006
2.513000,0.306359,0.000266,0.485854,0.306723,0.000193,0.486799,0.000364,-0.000073,0.000946,-0.000287,-0.001892,-0.000097,0.000034,-0.000364,-0.000005,-0.000137,0.000123,-0.001982,0.042981,-0.000012,0.094662,-0.000458,-0.004029,0.003624,0.003609,-0.026460,0.002860,0.054218,-0.000457,0.021366,-0.003626
2.514000,0.306359,0.000266,0.485853,0.306723,0.000193,0.486799,0.000365,-0.000073,0.000947,-0.000289,-0.001894,-0.000104,-0.000206,-0.000203,-0.000358,0.000545,0.000637,0.001046,0.047861,-0.003246,0.101826,-0.003191,-0.005062,-0.002456,-0.003463,-0.028941,-0.000553,0.059256,-0.003859,0.024057,0.002459
2.515000,0.306359,0.000267,0.485855,0.306723,0.000193,0.486799,0.000364,-0.000074,0.000944,-0.000289,-0.001890,-0.000105,-0.000018,0.000259,0.000548,0.000171,-0.000829,0.000902,0.044051,-0.012604,0.083459,-0.001696,-0.002121,-0.002169,-0.006043,-0.020958,-0.004445,0.047161,-0.004335,0.018706,0.002171
2.516000,0.306359,0.000266,0.485853,0.306723,0.000193,0.486799,0.000364,-0.000073,0.000947,-0.000289,-0.001895,-0.000098,-0.000110,-0.000222,-0.000180,0.000302,0.000383,-0.001570,0.045889,-0.002876,0.098249,-0.002221,-0.004556,0.002796,0.001903,-0.027641,0.002591,0.056811,-0.002820,0.022820,-0.002795
2.517000,0.306360,0.000267,0.485854,0.306723,0.000193,0.486799,0.000363,-0.000074,0.000945,-0.000288,-0.001893,-0.000100,0.000252,0.000204,0.000108,-0.000194,0.000163,-0.000571,0.038560,-0.011489,0.092383,-0.000234,-0.004112,0.000793,-0.002736,-0.026521,-0.003022,0.052655,-0.002643,0.020321,-0.000796
2.518000,0.306359,0.000267,0.485853,0.306723,0.000193,0.486799,0.000364,-0.000074,0.000946,-0.000291,-0.001895,-0.000100,0.000085,0.000048,-0.000234,0.000707,0.000758,-0.000063,0.041951,-0.008344,0.099307,-0.003846,-0.005305,-0.000226,-0.002794,-0.029316,-0.000168,0.057550,-0.005590,0.022834,0.000230
2.519000,0.306359,0.000268,0.485852,0.306723,0.000193,0.486799,0.000364,-0.000075,0.000947,-0.000288,-0.001895,-0.000109,-0.000065,0.000173,-0.000467,-0.000550,0.000552,0.002155,0.044992,-0.010951,0.104041,0.001194,-0.004893,-0.004692,-0.008059,-0.029891,-0.007738,0.059764,-0.001091,0.023481,0.004686
2.520000,0.306360,0.000268,0.485852,0.306723,0.000193,0.486799,0.000363,-0.000075,0.000947,-0.000290,-0.001896,-0.000105,0.000227,0.000326,-0.000179,0.000261,0.000733,0.000461,0.039051,-0.014029,0.098249,-0.002058,-0.005258,-0.001289,-0.005597,-0.029388,-0.004028,0.056630,-0.004997,0.022085,0.001290
2.521000,0.306359,0.000267,0.485852,0.306723,0.000193,0.486799,0.000364,-0.000074,0.000947,-0.000288,-0.001897,-0.000100,-0.000212,-0.000046,-0.000057,-0.000269,0.000348,-0.001232,0.047918,-0.006496,0.095854,0.000067,-0.004492,0.002114,0.000111,-0.026533,-0.000685,0.055878,-0.001294,0.022974,-0.002117
2.522000,0.306359,0.000268,0.485853,0.306723,0.000193,0.486799,0.000364,-0.000075,0.000946,-0.000291,-0.001894,-0.000104,-0.000012,-0.000119,0.000249,0.000658,-0.000596,-0.000232,0.043908,-0.005080,0.089614,-0.003649,-0.002595,0.000102,-0.001466,-0.023337,0.000985,0.050520,-0.004709,0.019686,-0.000096
2.523000,0.306360,0.000268,0.485851,0.306723,0.000193,0.486799,0.000363,-0.000075,0.000948,-0.000289,-0.001899,-0.000103,0.000212,0.000052,-0.000422,-0.000193,0.000857,0.000239,0.039324,-0.008483,0.103254,-0.000238,-0.005512,-0.000839,-0.003448,-0.031135,-0.003199,0.059281,-0.002010,0.022834,0.000835
2.524000,0.306359,0.000267,0.485853,0.306723,0.000193,0.486799,0.000364,-0.000074,0.000946,-0.000287,-0.001893,-0.000105,-0.000029,-0.000169,0.000327,-0.000724,-0.000921,0.000152,0.044217,-0.004063,0.088042,0.001893,-0.001943,-0.000670,-0.001926,-0.022157,-0.003152,0.049168,0.001049,0.018965,0.000665
2.525000,0.306360,0.000268,0.485852,0.306723,0.000193,0.486799,0.000363,-0.000075,0.000947,-0.000286,-0.001896,-0.000106,0.000165,0.000312,-0.000152,-0.000740,0.000592,0.001116,0.040287,-0.013754,0.097710,0.001956,-0.004976,-0.002605,-0.006829,-0.028754,-0.007710,0.056254,-0.000923,0.022018,0.002597
2.526000,0.306360,0.000268,0.485853,0.306723,0.000193,0.486799,0.000364,-0.000075,0.000946,-0.000286,-0.001894,-0.000099,0.000011,0.000037,0.000098,-0.000496,-0.000254,-0.001508,0.043410,-0.008196,0.092654,0.000984,-0.003281,0.002669,0.000147,-0.025031,-0.001492,0.052576,-0.000736,0.020533,-0.002674
