time,p_EE_x,p_EE_y,p_EE_z,p_d_x,p_d_y,p_d_z,p_end_x,p_end_y,p_end_z,e_p_x,e_p_y,e_p_z,e_R_x,e_R_y,e_R_z,pdot_x,pdot_y,pdot_z,pdot_d_x,pdot_d_y,pdot_d_z,omega_x,omega_y,omega_z,f_x,f_y,f_z,m_x,m_y,m_z,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_7
2.327000,0.301039,-0.000142,0.467703,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.005693,0.000159,0.019117,-0.000512,-0.040330,0.000352,-0.030461,-0.000051,-0.098397,0.000000,0.000000,0.000000,0.000181,0.207949,0.001046,0.873878,0.016437,2.895710,-0.002172,-0.848812,-0.002607,0.003338,-1.633080,0.005692,2.327726,0.002470,1.261854,0.001884
2.328000,0.301009,-0.000142,0.467607,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.005723,0.000160,0.019214,-0.000517,-0.040533,0.000356,-0.030703,-0.000421,-0.098111,0.000000,0.000000,0.000000,0.000612,0.208174,-0.000717,0.879282,0.020193,2.902542,-0.003691,-0.850207,0.003578,0.010597,-1.635583,0.012164,2.333138,0.001502,1.264862,-0.004237
2.329000,0.300979,-0.000142,0.467505,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.005753,0.000159,0.019316,-0.000511,-0.040747,0.000358,-0.031026,-0.000007,-0.099123,0.000000,0.000000,0.000000,-0.000841,0.212194,-0.001126,0.885535,0.016021,2.922821,0.001412,-0.864920,0.005017,0.010618,-1.656335,0.008028,2.358283,0.005637,1.282316,-0.005891
2.330000,0.300950,-0.000141,0.467407,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.005782,0.000159,0.019414,-0.000513,-0.040952,0.000357,-0.031314,0.000019,-0.100348,0.000000,0.000000,0.000000,-0.000499,0.214822,-0.000205,0.891340,0.015701,2.944857,0.000206,-0.874734,0.001788,0.007361,-1.672807,0.006594,2.379223,0.004512,1.294907,-0.002626
2.331000,0.300921,-0.000142,0.467311,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.005811,0.000160,0.019510,-0.000517,-0.041153,0.000358,-0.029925,-0.000355,-0.098508,0.000000,0.000000,0.000000,0.000693,0.207711,-0.000482,0.880304,0.019531,2.936058,-0.003976,-0.850448,0.002761,0.009759,-1.646248,0.011881,2.349069,0.001133,1.267564,-0.003410
2.332000,0.300892,-0.000141,0.467212,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.005840,0.000159,0.019609,-0.000518,-0.041361,0.000356,-0.029787,0.000092,-0.098124,0.000000,0.000000,0.000000,0.000760,0.207673,0.000317,0.881841,0.014952,2.942146,-0.004214,-0.850940,-0.000042,0.005418,-1.648193,0.008421,2.352650,0.000026,1.268778,-0.000599
2.333000,0.300861,-0.000141,0.467111,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.005870,0.000159,0.019710,-0.000517,-0.041570,0.000359,-0.030365,-0.000008,-0.098523,0.000000,0.000000,0.000000,0.000055,0.208786,-0.000953,0.890688,0.015974,2.956237,-0.001745,-0.855459,0.004414,0.010173,-1.655896,0.010116,2.365071,0.002526,1.276172,-0.005157
2.334000,0.300832,-0.000142,0.467013,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.005900,0.000159,0.019808,-0.000515,-0.041774,0.000356,-0.030755,0.000068,-0.099292,0.000000,0.000000,0.000000,0.000356,0.210654,0.000374,0.897547,0.015259,2.973739,-0.002789,-0.862608,-0.000240,0.005304,-1.667841,0.007339,2.381407,0.001530,1.286009,-0.000467
2.335000,0.300803,-0.000142,0.466913,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.005929,0.000159,0.019908,-0.000511,-0.041980,0.000355,-0.030759,0.000147,-0.099337,0.000000,0.000000,0.000000,-0.000558,0.211150,0.000697,0.900469,0.014466,2.984146,0.000419,-0.864967,-0.001375,0.003842,-1.673017,0.003884,2.389060,0.004602,1.289691,0.000534
2.336000,0.300774,-0.000144,0.466815,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.005958,0.000162,0.020005,-0.000512,-0.042180,0.000360,-0.030151,-0.000435,-0.099747,0.000000,0.000000,0.000000,-0.000154,0.208292,-0.000491,0.897310,0.020516,2.998006,-0.000996,-0.855563,0.002798,0.009947,-1.668434,0.009816,2.385493,0.004305,1.280533,-0.003569
2.337000,0.300745,-0.000145,0.466719,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.005987,0.000162,0.020102,-0.000515,-0.042384,0.000367,-0.030171,-0.000588,-0.098889,0.000000,0.000000,0.000000,0.000944,0.208145,-0.003118,0.900386,0.022091,2.999088,-0.004850,-0.855659,0.012015,0.019794,-1.667947,0.019806,2.386610,0.000426,1.281323,-0.012616
2.338000,0.300715,-0.000144,0.466621,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.006016,0.000161,0.020200,-0.000519,-0.042585,0.000365,-0.030596,-0.000158,-0.099275,0.000000,0.000000,0.000000,0.000904,0.209783,-0.000782,0.907601,0.017708,3.012731,-0.004719,-0.861996,0.003833,0.010238,-1.677624,0.012519,2.400417,-0.000021,1.290155,-0.004455
2.339000,0.300686,-0.000144,0.466522,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.006046,0.000162,0.020299,-0.000520,-0.042792,0.000362,-0.031150,-0.000249,-0.100167,0.000000,0.000000,0.000000,0.000719,0.213394,0.000688,0.916113,0.018652,3.031520,-0.004076,-0.875255,-0.001321,0.005328,-1.696001,0.008622,2.423759,0.001049,1.306539,0.000656
2.340000,0.300658,-0.000145,0.466424,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.006074,0.000162,0.020397,-0.000516,-0.042996,0.000366,-0.029931,-0.000090,-0.099472,0.000000,0.000000,0.000000,0.000242,0.208457,-0.000931,0.906730,0.017106,3.034431,-0.002395,-0.858587,0.004356,0.010399,-1.681107,0.010741,2.406896,0.002125,1.287986,-0.005071
2.341000,0.300628,-0.000145,0.466326,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.006104,0.000162,0.020495,-0.000519,-0.043198,0.000369,-0.030734,-0.000495,-0.100321,0.000000,0.000000,0.000000,0.000201,0.211702,-0.002087,0.917727,0.021181,3.052678,-0.002258,-0.870551,0.008411,0.015801,-1.697566,0.014928,2.429060,0.002974,1.303574,-0.009140
2.342000,0.300598,-0.000145,0.466227,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.006134,0.000162,0.020594,-0.000518,-0.043405,0.000365,-0.031111,-0.000232,-0.100310,0.000000,0.000000,0.000000,-0.000211,0.213594,0.000476,0.924488,0.018545,3.062458,-0.000818,-0.877792,-0.000572,0.006011,-1.706867,0.006760,2.441941,0.004251,1.312930,-0.000234
2.343000,0.300570,-0.000146,0.466127,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.006162,0.000163,0.020694,-0.000517,-0.043613,0.000368,-0.030248,-0.000259,-0.100621,0.000000,0.000000,0.000000,0.000474,0.211551,-0.000560,0.918678,0.018929,3.075620,-0.003211,-0.871269,0.003061,0.009844,-1.705395,0.011258,2.440551,0.001789,1.306013,-0.003753
2.344000,0.300540,-0.000146,0.466025,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.006192,0.000164,0.020796,-0.000514,-0.043825,0.000371,-0.029809,-0.000286,-0.100494,0.000000,0.000000,0.000000,-0.000332,0.209118,-0.001294,0.917304,0.019250,3.084512,-0.000382,-0.863388,0.005640,0.012485,-1.700275,0.011122,2.436517,0.004557,1.298405,-0.006444
2.345000,0.300511,-0.000146,0.465927,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.006221,0.000163,0.020893,-0.000517,-0.044031,0.000372,-0.029810,-0.000122,-0.099650,0.000000,0.000000,0.000000,-0.000383,0.209585,-0.001237,0.920197,0.017532,3.085834,-0.000210,-0.865643,0.005444,0.011634,-1.702093,0.010121,2.439897,0.004363,1.301332,-0.006259
2.346000,0.300481,-0.000147,0.465827,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.006251,0.000164,0.020994,-0.000515,-0.044244,0.000368,-0.030193,-0.000224,-0.102005,0.000000,0.000000,0.000000,-0.000135,0.218148,0.000385,0.926992,0.018648,3.119398,-0.001070,-0.896248,-0.000243,0.006330,-1.743758,0.007073,2.487207,0.004011,1.335688,-0.000564
2.347000,0.300452,-0.000146,0.465731,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.006280,0.000163,0.021090,-0.000518,-0.044446,0.000366,-0.029578,0.000037,-0.100173,0.000000,0.000000,0.000000,0.000341,0.211127,0.001010,0.923748,0.015930,3.110709,-0.002750,-0.872284,-0.002435,0.003403,-1.716236,0.006083,2.458632,0.001862,1.310384,0.001717
2.348000,0.300422,-0.000145,0.465629,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.006310,0.000162,0.021192,-0.000520,-0.044663,0.000372,-0.030171,-0.000069,-0.101096,0.000000,0.000000,0.000000,0.000406,0.214726,-0.002093,0.932714,0.016935,3.130168,-0.002981,-0.885529,0.008441,0.014559,-1.734753,0.014170,2.482328,0.001361,1.326874,-0.009149
2.349000,0.300394,-0.000146,0.465533,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.006338,0.000163,0.021288,-0.000521,-0.044864,0.000372,-0.029872,-0.000410,-0.100853,0.000000,0.000000,0.000000,0.000502,0.215854,-0.001553,0.932540,0.020433,3.137335,-0.003318,-0.890078,0.006552,0.013783,-1.741522,0.014223,2.490210,0.001863,1.331827,-0.007251
2.350000,0.300363,-0.000146,0.465434,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.006369,0.000164,0.021387,-0.000517,-0.045072,0.000365,-0.030435,0.000042,-0.100399,0.000000,0.000000,0.000000,0.000250,0.215093,0.001852,0.941217,0.015940,3.142686,-0.002427,-0.888039,-0.005387,0.000463,-1.739450,0.003792,2.492020,0.002341,1.332022,0.004640
2.351000,0.300332,-0.000147,0.465334,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.006399,0.000164,0.021487,-0.000517,-0.045279,0.000367,-0.030758,-0.000074,-0.098987,0.000000,0.000000,0.000000,0.000422,0.211868,0.000942,0.947523,0.017163,3.138548,-0.003026,-0.877376,-0.002197,0.003952,-1.725563,0.006743,2.480414,0.001852,1.322406,0.001492
2.352000,0.300302,-0.000148,0.465235,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.006429,0.000166,0.021585,-0.000522,-0.045484,0.000377,-0.030933,-0.000472,-0.098712,0.000000,0.000000,0.000000,0.001910,0.210544,-0.002802,0.952254,0.021284,3.145650,-0.008251,-0.873356,0.010940,0.018573,-1.722745,0.021365,2.480392,-0.003053,1.319858,-0.011394
2.353000,0.300273,-0.000147,0.465136,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.006459,0.000164,0.021684,-0.000522,-0.045695,0.000377,-0.031110,-0.000118,-0.098947,0.000000,0.000000,0.000000,0.000526,0.211902,-0.001601,0.957007,0.017624,3.157911,-0.003410,-0.878744,0.006735,0.012994,-1.731371,0.013409,2.492228,0.001167,1.327081,-0.007418
2.354000,0.300244,-0.000147,0.465041,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.006488,0.000164,0.021780,-0.000524,-0.045893,0.000371,-0.030105,-0.000152,-0.097345,0.000000,0.000000,0.000000,0.000421,0.203971,0.000875,0.949867,0.017969,3.151442,-0.003045,-0.851577,-0.001950,0.004474,-1.702056,0.007257,2.460826,0.002000,1.297881,0.001263
2.355000,0.300214,-0.000147,0.464944,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.006517,0.000165,0.021877,-0.000521,-0.046097,0.000372,-0.030591,0.000018,-0.097931,0.000000,0.000000,0.000000,0.000368,0.206556,0.000436,0.957656,0.016295,3.166995,-0.002852,-0.861238,-0.000413,0.005388,-1.715720,0.007488,2.478942,0.001758,1.310266,-0.000286
2.356000,0.300184,-0.000149,0.464844,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.006547,0.000167,0.021976,-0.000525,-0.046305,0.000379,-0.029585,-0.000337,-0.097182,0.000000,0.000000,0.000000,0.001462,0.202293,-0.001856,0.950583,0.020031,3.169464,-0.006694,-0.846941,0.007633,0.014830,-1.702703,0.017479,2.464613,-0.001629,1.294544,-0.008137
2.357000,0.300154,-0.000148,0.464745,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.006578,0.000166,0.022076,-0.000525,-0.046515,0.000380,-0.030512,-0.000108,-0.098324,0.000000,0.000000,0.000000,0.001435,0.205357,-0.001695,0.962928,0.017667,3.190831,-0.006598,-0.858296,0.007071,0.013486,-1.719407,0.016166,2.487804,-0.002008,1.310024,-0.007589
2.358000,0.300123,-0.000149,0.464644,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.006608,0.000167,0.022177,-0.000523,-0.046724,0.000375,-0.031139,-0.000445,-0.099769,0.000000,0.000000,0.000000,0.000389,0.209400,0.000260,0.972224,0.021143,3.215361,-0.002930,-0.873074,0.000218,0.007736,-1.741257,0.009855,2.515426,0.002725,1.328475,-0.000924
2.359000,0.300093,-0.000149,0.464544,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.006638,0.000167,0.022277,-0.000528,-0.046935,0.000379,-0.031605,-0.000229,-0.101171,0.000000,0.000000,0.000000,0.000472,0.213344,-0.000509,0.979869,0.018955,3.239410,-0.003238,-0.887509,0.002919,0.009735,-1.762858,0.011222,2.542227,0.001834,1.346180,-0.003624
2.360000,0.300064,-0.000150,0.464445,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.006668,0.000168,0.022376,-0.000529,-0.047140,0.000385,-0.030802,-0.000676,-0.100454,0.000000,0.000000,0.000000,0.000499,0.208315,-0.002786,0.974818,0.023516,3.242141,-0.003333,-0.870522,0.010907,0.019113,-1.746841,0.018331,2.525610,0.002320,1.328228,-0.011584
2.361000,0.300033,-0.000149,0.464345,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.006698,0.000167,0.022476,-0.000531,-0.047350,0.000383,-0.030870,-0.000049,-0.101852,0.000000,0.000000,0.000000,0.000578,0.214046,-0.000715,0.978523,0.017169,3.266152,-0.003617,-0.891213,0.003652,0.009939,-1.775474,0.011465,2.558089,0.001048,1.351320,-0.004344
2.362000,0.300004,-0.000150,0.464245,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.006728,0.000167,0.022576,-0.000531,-0.047557,0.000379,-0.030994,-0.000173,-0.102860,0.000000,0.000000,0.000000,0.000140,0.218440,0.001043,0.982728,0.018459,3.286167,-0.002082,-0.907211,-0.002513,0.004037,-1.797815,0.006167,2.584077,0.003142,1.369550,0.001729
2.363000,0.299974,-0.000151,0.464144,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.006758,0.000168,0.022677,-0.000526,-0.047768,0.000380,-0.030860,-0.000184,-0.103136,0.000000,0.000000,0.000000,-0.000329,0.221075,0.000246,0.984364,0.018662,3.299016,-0.000429,-0.917068,0.000279,0.006905,-1.811727,0.007056,2.600187,0.004705,1.380577,-0.001144
2.364000,0.299945,-0.000150,0.464048,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.006787,0.000168,0.022773,-0.000528,-0.047970,0.000384,-0.030566,0.000421,-0.102288,0.000000,0.000000,0.000000,0.000633,0.219950,-0.000184,0.984370,0.012545,3.300186,-0.003798,-0.913735,0.001796,0.006587,-1.808243,0.008711,2.597414,-0.000022,1.377275,-0.002497
2.365000,0.299914,-0.000149,0.463943,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.006817,0.000167,0.022878,-0.000530,-0.048186,0.000382,-0.031634,0.000142,-0.104043,0.000000,0.000000,0.000000,0.000109,0.223789,-0.000058,0.998088,0.015275,3.328197,-0.001970,-0.927819,0.001350,0.006881,-1.829939,0.007737,2.626634,0.002402,1.396221,-0.002151
2.366000,0.299885,-0.000149,0.463844,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.006847,0.000167,0.022977,-0.000530,-0.048391,0.000379,-0.030743,0.000208,-0.102631,0.000000,0.000000,0.000000,0.000981,0.216397,0.000848,0.992110,0.014612,3.324042,-0.005023,-0.902563,-0.001830,0.003609,-1.803121,0.007660,2.598397,-0.000628,1.369344,0.001194
2.367000,0.299855,-0.000150,0.463742,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.006876,0.000168,0.023078,-0.000534,-0.048600,0.000381,-0.031029,-0.000268,-0.103614,0.000000,0.000000,0.000000,0.001045,0.219911,-0.000161,0.997935,0.019437,3.343985,-0.005260,-0.915489,0.001708,0.008782,-1.822039,0.012064,2.621506,0.000018,1.384842,-0.002342
2.368000,0.299826,-0.000150,0.463644,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.006906,0.000168,0.023177,-0.000530,-0.048799,0.000387,-0.030214,-0.000154,-0.101162,0.000000,0.000000,0.000000,0.000258,0.210737,-0.001932,0.992696,0.018333,3.329295,-0.002495,-0.883978,0.007923,0.014464,-1.784949,0.013871,2.582266,0.002199,1.351144,-0.008653
2.369000,0.299796,-0.000150,0.463543,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.006936,0.000167,0.023278,-0.000533,-0.049004,0.000383,-0.030320,-0.000028,-0.102220,0.000000,0.000000,0.000000,0.000510,0.210078,-0.000046,0.996750,0.017004,3.350016,-0.003387,-0.882284,0.001311,0.007460,-1.789482,0.009425,2.590725,0.001355,1.351718,-0.002006
2.370000,0.299767,-0.000151,0.463444,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.006965,0.000168,0.023377,-0.000535,-0.049208,0.000384,-0.031203,-0.000188,-0.102449,0.000000,0.000000,0.000000,0.000433,0.214216,0.000341,1.008486,0.018706,3.362193,-0.003120,-0.897379,-0.000041,0.006601,-1.806858,0.008754,2.613408,0.002065,1.370149,-0.000682
2.371000,0.299738,-0.000151,0.463340,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.006994,0.000169,0.023481,-0.000532,-0.049419,0.000387,-0.031100,-0.000058,-0.103491,0.000000,0.000000,0.000000,0.000498,0.214550,-0.000492,1.010393,0.017465,3.382964,-0.003339,-0.899183,0.002884,0.009174,-1.815331,0.010617,2.625074,0.001439,1.373733,-0.003592
2.372000,0.299710,-0.000150,0.463242,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.007022,0.000167,0.023579,-0.000533,-0.049621,0.000388,-0.030085,0.000110,-0.101514,0.000000,0.000000,0.000000,-0.000300,0.209218,-0.001349,1.003041,0.015635,3.373039,-0.000548,-0.881125,0.005885,0.011507,-1.794041,0.010056,2.601237,0.003662,1.353338,-0.006713
2.373000,0.299681,-0.000150,0.463141,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.007050,0.000168,0.023679,-0.000533,-0.049823,0.000386,-0.029866,0.000047,-0.100586,0.000000,0.000000,0.000000,-0.000336,0.206345,0.000365,1.003694,0.016306,3.373800,-0.000422,-0.871678,-0.000121,0.005716,-1.784067,0.005965,2.592230,0.004234,1.344043,-0.000712
2.374000,0.299652,-0.000151,0.463040,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.007079,0.000168,0.023781,-0.000534,-0.050027,0.000386,-0.029847,-0.001063,-0.100704,0.000000,0.000000,0.000000,0.002446,0.205444,-0.001849,1.006396,0.027459,3.385124,-0.010164,-0.869136,0.007630,0.017405,-1.784592,0.022629,2.595319,-0.003444,1.342810,-0.007965
2.375000,0.299625,-0.000149,0.462943,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.007107,0.000167,0.023878,-0.000529,-0.050221,0.000381,-0.029413,-0.000065,-0.099623,0.000000,0.000000,0.000000,0.001053,0.202102,0.000371,1.004786,0.017337,3.384008,-0.005271,-0.858020,-0.000156,0.006266,-1.772629,0.010158,2.583422,-0.000359,1.331229,-0.000418
2.376000,0.299597,-0.000150,0.462844,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.007135,0.000168,0.023977,-0.000530,-0.050423,0.000387,-0.029070,-0.000366,-0.098614,0.000000,0.000000,0.000000,0.001448,0.200132,-0.002039,1.004187,0.020445,3.383868,-0.006658,-0.851732,0.008300,0.015664,-1.765779,0.018063,2.576983,-0.001513,1.324738,-0.008787
2.377000,0.299569,-0.000150,0.462747,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.007163,0.000167,0.024074,-0.000530,-0.050616,0.000383,-0.028666,-0.000005,-0.097142,0.000000,0.000000,0.000000,0.001202,0.195920,-0.000079,1.002913,0.016754,3.378778,-0.005797,-0.837566,0.001428,0.007505,-1.749252,0.011224,2.560245,-0.001111,1.309907,-0.001954
2.378000,0.299541,-0.000150,0.462652,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.007191,0.000167,0.024169,-0.000533,-0.050803,0.000382,-0.028874,-0.000537,-0.096521,0.000000,0.000000,0.000000,0.000849,0.193035,-0.000366,1.007825,0.022096,3.382093,-0.004571,-0.828033,0.002427,0.010244,-1.739467,0.012907,2.552974,0.001210,1.301630,-0.003006
2.379000,0.299515,-0.000148,0.462551,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.007217,0.000165,0.024270,-0.000526,-0.051004,0.000375,-0.029524,0.000459,-0.098617,0.000000,0.000000,0.000000,-0.000832,0.201408,0.001869,1.016939,0.011908,3.413171,0.001334,-0.857939,-0.005415,-0.000944,-1.779102,-0.000355,2.598824,0.005320,1.335587,0.004502
2.380000,0.299487,-0.000149,0.462452,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.007245,0.000167,0.024368,-0.000527,-0.051201,0.000382,-0.029522,-0.000003,-0.098035,0.000000,0.000000,0.000000,0.000187,0.198966,-0.000538,1.019741,0.016693,3.417185,-0.002237,-0.849983,0.003030,0.009047,-1.771481,0.009746,2.593134,0.002350,1.328464,-0.003742
2.381000,0.299459,-0.000147,0.462353,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.007273,0.000165,0.024468,-0.000531,-0.051399,0.000378,-0.028178,0.000413,-0.099144,0.000000,0.000000,0.000000,-0.000049,0.198130,0.000913,1.009074,0.012364,3.438246,-0.001422,-0.847652,-0.002061,0.002586,-1.777865,0.004135,2.598784,0.002495,1.325183,0.001299
2.382000,0.299433,-0.000148,0.462258,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.007299,0.000166,0.024563,-0.000533,-0.051585,0.000378,-0.027991,-0.000077,-0.098255,0.000000,0.000000,0.000000,0.000553,0.195685,0.000818,1.009801,0.017344,3.438806,-0.003533,-0.839651,-0.001729,0.004508,-1.769325,0.007511,2.591153,0.001441,1.317332,0.001082
2.383000,0.299404,-0.000150,0.462162,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.007328,0.000167,0.024659,-0.000533,-0.051778,0.000385,-0.027947,-0.000083,-0.096532,0.000000,0.000000,0.000000,0.000907,0.192617,-0.001068,1.012225,0.017545,3.431210,-0.004773,-0.829494,0.004891,0.011320,-1.755409,0.013390,2.577888,-0.000082,1.307132,-0.005455
2.384000,0.299377,-0.000148,0.462066,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.007355,0.000165,0.024755,-0.000531,-0.051966,0.000381,-0.026761,0.000415,-0.094710,0.000000,0.000000,0.000000,0.000697,0.184277,0.000319,1.003121,0.012397,3.422623,-0.004032,-0.800868,0.000025,0.004732,-1.724178,0.007625,2.543754,-0.000216,1.275897,-0.000606
2.385000,0.299349,-0.000149,0.461967,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.007383,0.000167,0.024854,-0.000532,-0.052170,0.000379,-0.026988,0.000100,-0.095624,0.000000,0.000000,0.000000,0.000604,0.188523,0.001311,1.008177,0.015651,3.441664,-0.003709,-0.816341,-0.003454,0.002214,-1.745440,0.005861,2.568893,0.000989,1.293705,0.002838
2.386000,0.299320,-0.000147,0.461870,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.007412,0.000164,0.024951,-0.000535,-0.052361,0.000375,-0.027451,0.000227,-0.095249,0.000000,0.000000,0.000000,0.000958,0.187186,0.001141,1.015724,0.014162,3.447596,-0.004960,-0.812233,-0.002871,0.002512,-1.741688,0.007006,2.568712,-0.000584,1.291605,0.002322
2.387000,0.299291,-0.000145,0.461773,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.007440,0.000162,0.025048,-0.000535,-0.052551,0.000370,-0.027524,0.000769,-0.095143,0.000000,0.000000,0.000000,-0.000036,0.186939,0.002416,1.019279,0.008561,3.456208,-0.001479,-0.811941,-0.007345,-0.003966,-1.743424,-0.000825,2.572974,0.001904,1.292627,0.006608
2.388000,0.299263,-0.000143,0.461676,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.007469,0.000161,0.025145,-0.000532,-0.052744,0.000369,-0.028005,0.000804,-0.096573,0.000000,0.000000,0.000000,-0.000934,0.190438,0.001695,1.026904,0.008060,3.480218,0.001675,-0.824766,-0.004827,-0.001629,-1.763354,-0.001497,2.598120,0.004808,1.308690,0.003918
2.389000,0.299234,-0.000144,0.461579,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.007498,0.000162,0.025242,-0.000530,-0.052938,0.000368,-0.028007,0.000360,-0.096050,0.000000,0.000000,0.000000,-0.000096,0.189400,0.001207,1.029843,0.012595,3.484698,-0.001252,-0.821715,-0.003119,0.001578,-1.760901,0.003368,2.597612,0.002774,1.306530,0.002372
2.390000,0.299205,-0.000146,0.461484,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.007527,0.000164,0.025337,-0.000533,-0.053123,0.000374,-0.027434,-0.000167,-0.095891,0.000000,0.000000,0.000000,-0.000072,0.184010,-0.000098,1.027014,0.018058,3.492633,-0.001347,-0.803406,0.001464,0.007883,-1.745048,0.008434,2.582388,0.003596,1.288097,-0.002186
2.391000,0.299176,-0.000144,0.461385,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.007556,0.000162,0.025436,-0.000535,-0.053321,0.000373,-0.027683,0.000627,-0.096644,0.000000,0.000000,0.000000,-0.000010,0.186909,0.000817,1.032432,0.009924,3.510057,-0.001568,-0.814146,-0.001742,0.002046,-1.760850,0.003569,2.602085,0.001811,1.301146,0.001016
2.392000,0.299147,-0.000145,0.461289,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.007585,0.000163,0.025531,-0.000536,-0.053511,0.000374,-0.027556,0.000034,-0.095689,0.000000,0.000000,0.000000,0.000287,0.185740,-0.000431,1.034083,0.015918,3.510039,-0.002613,-0.810624,0.002632,0.008335,-1.756542,0.009391,2.598843,0.001817,1.297920,-0.003292
2.393000,0.299118,-0.000145,0.461195,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.007614,0.000162,0.025626,-0.000535,-0.053701,0.000370,-0.027657,0.000074,-0.095862,0.000000,0.000000,0.000000,-0.000163,0.187068,0.000897,1.037927,0.015483,3.521217,-0.001034,-0.815840,-0.002028,0.003441,-1.764772,0.004676,2.609868,0.003545,1.304677,0.001274
2.394000,0.299089,-0.000145,0.461095,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.007643,0.000162,0.025726,-0.000538,-0.053901,0.000370,-0.027669,0.000083,-0.095417,0.000000,0.000000,0.000000,0.000958,0.187282,0.000370,1.041007,0.015378,3.526731,-0.004967,-0.817189,-0.000185,0.005470,-1.767145,0.009102,2.614292,-0.000468,1.307009,-0.000360
