time,p_EE_x,p_EE_y,p_EE_z,p_d_x,p_d_y,p_d_z,p_end_x,p_end_y,p_end_z,e_p_x,e_p_y,e_p_z,e_R_x,e_R_y,e_R_z,pdot_x,pdot_y,pdot_z,pdot_d_x,pdot_d_y,pdot_d_z,omega_x,omega_y,omega_z,f_x,f_y,f_z,m_x,m_y,m_z,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_7
5.321000,0.294184,-0.000148,0.470478,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000165,0.016343,-0.000527,-0.012299,0.000374,0.000159,-0.000396,0.000091,0.000000,0.000000,0.000000,0.001089,-0.000603,-0.001370,1.253203,0.020478,1.633350,-0.005394,-0.034786,0.005916,0.012125,-0.343004,0.014412,0.975929,-0.000707,0.439243,-0.005884
5.322000,0.294184,-0.000147,0.470478,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000164,0.016343,-0.000528,-0.012302,0.000370,0.000049,-0.000139,0.000037,0.000000,0.000000,0.000000,0.000122,-0.000132,0.000214,1.254298,0.017823,1.633947,-0.002013,-0.036445,0.000362,0.005789,-0.344688,0.007366,0.978023,0.002235,0.441188,-0.000374
5.323000,0.294183,-0.000145,0.470477,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000163,0.016344,-0.000528,-0.012306,0.000364,-0.000144,0.000293,-0.000278,0.000000,0.000000,0.000000,-0.000384,0.000943,0.002216,1.256271,0.013360,1.637208,-0.000240,-0.040217,-0.006664,-0.002551,-0.349149,-0.000036,0.983606,0.003222,0.445662,0.006625
5.324000,0.294184,-0.000147,0.470480,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000164,0.016341,-0.000526,-0.012298,0.000373,0.000196,-0.000050,0.000665,0.000000,0.000000,0.000000,-0.000047,-0.001369,-0.001434,1.252812,0.016928,1.627464,-0.001413,-0.032100,0.006136,0.011300,-0.338639,0.010562,0.970415,0.002520,0.435971,-0.006150
5.325000,0.294183,-0.000146,0.470477,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012549,0.000163,0.016344,-0.000523,-0.012303,0.000368,-0.000161,0.000326,-0.000407,0.000000,0.000000,0.000000,-0.000502,0.001087,0.000550,1.256479,0.013079,1.638425,0.000188,-0.040714,-0.000822,0.003209,-0.349975,0.003519,0.984701,0.003466,0.446302,0.000778
5.326000,0.294184,-0.000146,0.470477,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000163,0.016344,-0.000523,-0.012305,0.000365,0.000108,0.000053,-0.000180,0.000000,0.000000,0.000000,-0.000323,0.000579,0.000793,1.253693,0.015801,1.636183,-0.000439,-0.038941,-0.001681,0.003151,-0.347926,0.004216,0.981490,0.003426,0.443748,0.001646
5.327000,0.294184,-0.000146,0.470477,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000163,0.016343,-0.000526,-0.012303,0.000365,-0.000017,0.000220,0.000071,0.000000,0.000000,0.000000,0.000672,-0.000264,0.000985,1.254964,0.014120,1.633632,-0.003929,-0.035984,-0.002352,0.001985,-0.344043,0.005826,0.977509,-0.000402,0.440846,0.002364
5.328000,0.294184,-0.000147,0.470478,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000165,0.016343,-0.000522,-0.012301,0.000376,0.000204,-0.000272,0.000139,0.000000,0.000000,0.000000,-0.000659,-0.000318,-0.001700,1.252713,0.019183,1.632874,0.000739,-0.035788,0.007077,0.012905,-0.343933,0.010292,0.976636,0.005127,0.440096,-0.007122
5.329000,0.294184,-0.000146,0.470479,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012547,0.000164,0.016341,-0.000528,-0.012299,0.000371,0.000086,-0.000093,0.000072,0.000000,0.000000,0.000000,0.000489,0.000024,-0.000186,1.253888,0.017304,1.633421,-0.003297,-0.036980,0.001765,0.007039,-0.345123,0.009104,0.978252,0.000812,0.441592,-0.001762
5.330000,0.294184,-0.000147,0.470481,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000165,0.016340,-0.000528,-0.012296,0.000369,-0.000146,-0.000187,0.000853,0.000000,0.000000,0.000000,0.000949,-0.002160,0.000240,1.256266,0.018325,1.625503,-0.004904,-0.029325,0.000266,0.005841,-0.334813,0.009579,0.967192,-0.000554,0.433767,-0.000234
5.331000,0.294184,-0.000146,0.470478,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012547,0.000164,0.016343,-0.000525,-0.012302,0.000366,0.000233,-0.000049,-0.000380,0.000000,0.000000,0.000000,-0.000221,0.001055,0.000309,1.252404,0.016885,1.638088,-0.000800,-0.040599,0.000018,0.005168,-0.350322,0.005958,0.983867,0.003259,0.445295,-0.000049
5.332000,0.294184,-0.000145,0.470478,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000163,0.016343,-0.000524,-0.012302,0.000367,-0.000048,0.000582,-0.000372,0.000000,0.000000,0.000000,-0.000200,0.000942,0.000496,1.255278,0.010429,1.638037,-0.000872,-0.040204,-0.000635,0.002615,-0.349517,0.003629,0.983845,0.001846,0.445505,0.000605
5.333000,0.294184,-0.000146,0.470481,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000163,0.016340,-0.000524,-0.012295,0.000370,0.000121,0.000277,0.000774,0.000000,0.000000,0.000000,-0.000310,-0.001785,-0.000650,1.253553,0.013531,1.626272,-0.000486,-0.030639,0.003384,0.007548,-0.336725,0.006996,0.968494,0.002791,0.434568,-0.003409
5.334000,0.294184,-0.000148,0.470479,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000165,0.016342,-0.000525,-0.012299,0.000368,-0.000085,-0.000461,-0.000052,0.000000,0.000000,0.000000,0.000269,0.000015,0.000315,1.255663,0.021107,1.634707,-0.002517,-0.036947,0.000002,0.006397,-0.345225,0.008482,0.979067,0.002427,0.442044,-0.000008
5.335000,0.294184,-0.000146,0.470479,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012547,0.000164,0.016342,-0.000524,-0.012301,0.000363,0.000122,-0.000037,0.000080,0.000000,0.000000,0.000000,-0.001141,0.000009,0.001781,1.253511,0.016729,1.633411,0.002420,-0.036935,-0.005144,-0.000039,-0.345127,0.000046,0.978152,0.006551,0.441469,0.005075
5.336000,0.294184,-0.000145,0.470477,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000163,0.016344,-0.000524,-0.012304,0.000366,-0.000034,0.000465,-0.000495,0.000000,0.000000,0.000000,-0.000143,0.000977,0.000177,1.255091,0.011599,1.639341,-0.001070,-0.040333,0.000481,0.004075,-0.350057,0.004881,0.984563,0.001870,0.445705,-0.000508
5.337000,0.294184,-0.000146,0.470477,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000163,0.016344,-0.000524,-0.012304,0.000371,-0.000123,0.000100,-0.000370,0.000000,0.000000,0.000000,0.000096,0.001127,-0.001475,1.256039,0.015326,1.638055,-0.001908,-0.040858,0.006275,0.010967,-0.350071,0.010539,0.984607,0.001693,0.446314,-0.006292
5.338000,0.294184,-0.000146,0.470477,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000164,0.016344,-0.000528,-0.012305,0.000368,-0.000082,-0.000342,-0.000247,0.000000,0.000000,0.000000,0.000330,0.000750,-0.000008,1.255610,0.019808,1.636866,-0.002736,-0.039540,0.001133,0.007144,-0.348464,0.009016,0.982672,0.001913,0.444809,-0.001139
5.339000,0.294184,-0.000145,0.470478,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000163,0.016343,-0.000528,-0.012300,0.000366,-0.000063,0.000017,0.000254,0.000000,0.000000,0.000000,-0.000016,-0.001453,0.000903,1.255411,0.016128,1.631745,-0.001528,-0.031814,-0.002064,0.002863,-0.339256,0.004856,0.972508,0.002412,0.436608,0.002051
5.340000,0.294184,-0.000146,0.470478,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012547,0.000163,0.016343,-0.000528,-0.012303,0.000368,0.000143,-0.000145,0.000053,0.000000,0.000000,0.000000,0.001066,-0.000047,-0.000882,1.253296,0.017788,1.633790,-0.005315,-0.036745,0.004192,0.009608,-0.345081,0.012377,0.978111,-0.001156,0.441261,-0.004163
5.341000,0.294184,-0.000147,0.470477,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000164,0.016344,-0.000523,-0.012305,0.000372,-0.000031,-0.000181,-0.000247,0.000000,0.000000,0.000000,-0.000624,0.000764,-0.001477,1.255076,0.018241,1.636880,0.000615,-0.039590,0.006286,0.011836,-0.348590,0.009564,0.982651,0.004826,0.444740,-0.006333
5.342000,0.294184,-0.000145,0.470476,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000163,0.016345,-0.000524,-0.012307,0.000362,-0.000097,0.000203,-0.000427,0.000000,0.000000,0.000000,0.000081,0.001064,0.001831,1.255756,0.014259,1.638760,-0.001857,-0.040647,-0.005323,-0.000946,-0.350108,0.002334,0.984697,0.001764,0.446115,0.005305
5.343000,0.294185,-0.000147,0.470476,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012547,0.000165,0.016344,-0.000526,-0.012304,0.000366,0.000088,-0.000291,-0.000186,0.000000,0.000000,0.000000,0.000507,0.000708,0.000431,1.253793,0.019378,1.636294,-0.003351,-0.039391,-0.000412,0.005473,-0.348398,0.008294,0.982008,0.001241,0.444229,0.000413
5.344000,0.294185,-0.000146,0.470478,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012547,0.000163,0.016343,-0.000525,-0.012298,0.000368,0.000032,0.000118,0.000060,0.000000,0.000000,0.000000,0.000103,-0.000319,-0.000977,1.254363,0.015145,1.633707,-0.001937,-0.035778,0.004524,0.009162,-0.343943,0.009321,0.977251,0.001659,0.440511,-0.004536
5.345000,0.294185,-0.000145,0.470477,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012547,0.000163,0.016343,-0.000525,-0.012303,0.000367,0.000124,0.000406,0.000118,0.000000,0.000000,0.000000,0.000066,0.000025,0.000225,1.253452,0.012213,1.633168,-0.001805,-0.036997,0.000314,0.004089,-0.345129,0.005495,0.978094,0.001265,0.441495,-0.000329
5.346000,0.294185,-0.000145,0.470477,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012547,0.000162,0.016344,-0.000526,-0.012304,0.000364,0.000133,0.000088,0.000099,0.000000,0.000000,0.000000,-0.000660,-0.000222,0.000464,1.253364,0.015331,1.633375,0.000731,-0.036136,-0.000530,0.004162,-0.344341,0.003991,0.977317,0.004471,0.440633,0.000484
5.347000,0.294185,-0.000145,0.470476,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012547,0.000162,0.016345,-0.000527,-0.012304,0.000365,-0.000191,0.000059,-0.000315,0.000000,0.000000,0.000000,-0.000436,0.000646,0.000547,1.256623,0.015646,1.637609,-0.000055,-0.039173,-0.000820,0.003965,-0.348177,0.004468,0.982797,0.003762,0.444721,0.000781
5.348000,0.294184,-0.000146,0.470475,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000164,0.016346,-0.000530,-0.012309,0.000370,-0.000063,-0.000418,-0.000844,0.000000,0.000000,0.000000,0.000632,0.002193,-0.001019,1.255406,0.020563,1.643043,-0.003803,-0.044605,0.004676,0.010909,-0.355379,0.012424,0.990618,0.000936,0.450352,-0.004673
5.349000,0.294184,-0.000146,0.470477,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012547,0.000163,0.016344,-0.000524,-0.012305,0.000368,0.000097,0.000136,0.000190,0.000000,0.000000,0.000000,-0.000714,-0.000537,-0.000004,1.253756,0.014971,1.632532,0.000928,-0.035037,0.001118,0.005705,-0.342941,0.004854,0.975874,0.004558,0.439542,-0.001165
5.350000,0.294185,-0.000146,0.470476,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012547,0.000163,0.016345,-0.000525,-0.012307,0.000368,0.000199,-0.000012,-0.000014,0.000000,0.000000,0.000000,0.000439,-0.000072,-0.000723,1.252699,0.016443,1.634629,-0.003114,-0.036667,0.003635,0.008655,-0.345335,0.009976,0.978349,0.000773,0.441127,-0.003633
5.351000,0.294184,-0.000145,0.470475,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000162,0.016345,-0.000527,-0.012310,0.000372,-0.000159,0.000187,-0.000358,0.000000,0.000000,0.000000,-0.000184,0.001526,-0.000041,1.256392,0.014372,1.638120,-0.000935,-0.042270,0.001258,0.005668,-0.351456,0.006140,0.986102,0.002573,0.447809,-0.001290
5.352000,0.294183,-0.000146,0.470475,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000163,0.016346,-0.000524,-0.012308,0.000365,-0.000241,-0.000088,-0.000174,0.000000,0.000000,0.000000,-0.000342,0.000043,0.000913,1.257229,0.017194,1.636300,-0.000376,-0.037076,-0.002099,0.003142,-0.345610,0.004306,0.980166,0.003790,0.442641,0.002066
5.353000,0.294184,-0.000146,0.470477,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000163,0.016343,-0.000523,-0.012304,0.000367,-0.000045,-0.000102,0.000432,0.000000,0.000000,0.000000,-0.000444,-0.000939,-0.000371,1.255263,0.017341,1.630028,-0.000014,-0.033624,0.002399,0.007683,-0.340582,0.007126,0.973486,0.004084,0.438234,-0.002432
5.354000,0.294184,-0.000146,0.470477,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000164,0.016344,-0.000526,-0.012305,0.000373,0.000020,-0.000078,0.000308,0.000000,0.000000,0.000000,0.001051,-0.000863,-0.001689,1.254573,0.017170,1.631305,-0.005259,-0.033894,0.007030,0.012264,-0.341324,0.014071,0.974263,-0.001291,0.438464,-0.006998
5.355000,0.294184,-0.000147,0.470475,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000164,0.016346,-0.000522,-0.012309,0.000371,-0.000152,-0.000023,-0.000363,0.000000,0.000000,0.000000,-0.000859,0.000631,-0.000470,1.256337,0.016627,1.638202,0.001441,-0.039135,0.002757,0.007832,-0.348352,0.006084,0.982995,0.005386,0.444667,-0.002815
5.356000,0.294183,-0.000147,0.470476,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000165,0.016345,-0.000524,-0.012309,0.000369,-0.000094,-0.000186,-0.000163,0.000000,0.000000,0.000000,0.000328,0.001073,0.000504,1.255776,0.018321,1.636128,-0.002721,-0.040681,-0.000656,0.004918,-0.349364,0.007349,0.983490,0.001654,0.445923,0.000649
5.357000,0.294184,-0.000146,0.470476,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000163,0.016345,-0.000523,-0.012307,0.000364,-0.000031,0.000398,0.000098,0.000000,0.000000,0.000000,-0.000256,-0.000350,0.002160,1.255122,0.012320,1.633492,-0.000671,-0.035695,-0.006469,-0.002662,-0.343693,0.000101,0.977177,0.002563,0.440580,0.006440
5.358000,0.294184,-0.000145,0.470475,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012547,0.000163,0.016346,-0.000523,-0.012310,0.000371,0.000183,0.000315,-0.000242,0.000000,0.000000,0.000000,0.000048,0.000644,-0.000057,1.252917,0.013136,1.636999,-0.001737,-0.039185,0.001314,0.005361,-0.348520,0.006399,0.982014,0.001507,0.443895,-0.001332
5.359000,0.294184,-0.000146,0.470476,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000164,0.016345,-0.000522,-0.012306,0.000371,0.000095,-0.000141,0.000023,0.000000,0.000000,0.000000,-0.000369,-0.000366,-0.000679,1.253826,0.017808,1.634239,-0.000275,-0.035638,0.003489,0.008912,-0.344033,0.008197,0.977287,0.003900,0.440302,-0.003522
5.360000,0.294184,-0.000146,0.470476,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000164,0.016345,-0.000523,-0.012308,0.000367,0.000040,0.000044,-0.000189,0.000000,0.000000,0.000000,-0.000058,0.000787,0.001603,1.254397,0.015915,1.636401,-0.001366,-0.039678,-0.004509,0.000357,-0.348632,0.003020,0.982430,0.002584,0.444656,0.004485
5.361000,0.294183,-0.000147,0.470476,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012549,0.000164,0.016345,-0.000527,-0.012306,0.000370,-0.000255,-0.000241,0.000107,0.000000,0.000000,0.000000,0.001278,-0.000826,-0.000740,1.257401,0.018839,1.633428,-0.006054,-0.034028,0.003702,0.009429,-0.341693,0.012908,0.975786,-0.001665,0.439381,-0.003660
5.362000,0.294184,-0.000147,0.470476,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000164,0.016345,-0.000521,-0.012309,0.000373,0.000085,-0.000121,0.000022,0.000000,0.000000,0.000000,-0.001103,0.000008,-0.001477,1.253918,0.017632,1.634307,0.002297,-0.036953,0.006286,0.011658,-0.345355,0.008144,0.978643,0.006376,0.441636,-0.006352
5.363000,0.294185,-0.000146,0.470476,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012546,0.000164,0.016344,-0.000524,-0.012307,0.000372,0.001167,0.000033,0.002822,0.000000,0.000000,0.000000,0.000109,-0.005731,-0.000962,1.242983,0.016054,1.606222,-0.001951,-0.016863,0.004484,0.009390,-0.318528,0.009576,0.943829,0.001818,0.416839,-0.004477
5.364000,0.294185,-0.000147,0.470478,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012547,0.000165,0.016343,-0.000526,-0.012303,0.000372,0.000759,-0.000322,0.002975,0.000000,0.000000,0.000000,0.000769,-0.006172,-0.000515,1.247109,0.019708,1.604515,-0.004267,-0.015307,0.002917,0.008897,-0.315910,0.011317,0.942035,0.000302,0.416012,-0.002879
5.365000,0.294184,-0.000146,0.470476,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000163,0.016345,-0.000526,-0.012309,0.000368,0.000366,0.000106,0.001351,0.000000,0.000000,0.000000,-0.000572,-0.002968,0.000987,1.251097,0.015272,1.621016,0.000426,-0.026538,-0.002349,0.002327,-0.331426,0.002969,0.961589,0.004186,0.429500,0.002317
5.366000,0.294184,-0.000145,0.470478,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000163,0.016343,-0.000525,-0.012304,0.000369,0.000386,0.000136,0.001539,0.000000,0.000000,0.000000,0.000216,-0.003138,-0.000329,1.250904,0.014925,1.618934,-0.002330,-0.025930,0.002257,0.006829,-0.330232,0.008007,0.959971,0.001258,0.428672,-0.002254
5.367000,0.294184,-0.000146,0.470476,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000164,0.016344,-0.000525,-0.012307,0.000370,0.000210,-0.000033,0.000864,0.000000,0.000000,0.000000,0.000179,-0.001747,-0.000330,1.252665,0.016709,1.625808,-0.002199,-0.030806,0.002265,0.007363,-0.336883,0.008454,0.968326,0.001768,0.434506,-0.002269
5.368000,0.294183,-0.000145,0.470477,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000163,0.016344,-0.000524,-0.012305,0.000367,0.000009,0.000223,0.000553,0.000000,0.000000,0.000000,-0.000119,-0.001325,0.000452,1.254743,0.014033,1.628900,-0.001155,-0.032279,-0.000483,0.003828,-0.338978,0.005022,0.971542,0.002309,0.436686,0.000464
5.369000,0.294185,-0.000146,0.470478,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012547,0.000164,0.016343,-0.000529,-0.012304,0.000366,0.000518,-0.000264,0.000968,0.000000,0.000000,0.000000,0.000589,-0.002129,0.000980,1.249488,0.019010,1.624629,-0.003648,-0.029460,-0.002333,0.003441,-0.335627,0.007099,0.965991,0.000899,0.432394,0.002348
5.370000,0.294184,-0.000146,0.470479,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012547,0.000163,0.016342,-0.000527,-0.012299,0.000367,0.000115,-0.000080,0.001207,0.000000,0.000000,0.000000,0.000414,-0.003272,-0.000282,1.253579,0.017142,1.622105,-0.003029,-0.025446,0.002088,0.007314,-0.330308,0.009076,0.961345,0.001029,0.429025,-0.002076
5.371000,0.294184,-0.000148,0.470476,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000166,0.016345,-0.000527,-0.012308,0.000376,-0.000167,-0.000618,-0.000226,0.000000,0.000000,0.000000,0.000475,0.000640,-0.002511,1.256474,0.022747,1.636756,-0.003241,-0.039163,0.009917,0.016795,-0.347937,0.016218,0.982357,0.001841,0.444595,-0.009916
5.372000,0.294184,-0.000146,0.470475,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000164,0.016345,-0.000524,-0.012309,0.000371,0.000022,0.000305,-0.000270,0.000000,0.000000,0.000000,-0.000575,0.000696,0.000111,1.254538,0.013322,1.637243,0.000442,-0.039362,0.000725,0.004828,-0.348545,0.004452,0.982526,0.003738,0.444435,-0.000770
5.373000,0.294184,-0.000147,0.470477,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000164,0.016343,-0.000524,-0.012303,0.000367,0.000020,0.000122,0.000264,0.000000,0.000000,0.000000,-0.000127,-0.000689,0.001417,1.254592,0.015184,1.631713,-0.001127,-0.034499,-0.003856,0.000795,-0.342045,0.003066,0.975068,0.002653,0.439118,0.003835
5.374000,0.294184,-0.000146,0.470479,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000163,0.016342,-0.000524,-0.012300,0.000365,-0.000022,0.000163,0.000401,0.000000,0.000000,0.000000,-0.000323,-0.001375,0.001093,1.254972,0.014698,1.630217,-0.000441,-0.032087,-0.002732,0.001775,-0.339140,0.003176,0.972001,0.003211,0.436658,0.002704
5.375000,0.294185,-0.000147,0.470478,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012547,0.000164,0.016343,-0.000524,-0.012304,0.000369,0.000346,-0.000083,0.000306,0.000000,0.000000,0.000000,-0.000219,-0.000144,-0.000193,1.251202,0.017254,1.631234,-0.000804,-0.036410,0.001781,0.007041,-0.344282,0.007264,0.976284,0.003291,0.440265,-0.001808
5.376000,0.294185,-0.000147,0.470479,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012547,0.000165,0.016342,-0.000526,-0.012301,0.000374,0.000309,-0.000227,0.000474,0.000000,0.000000,0.000000,0.000724,-0.000667,-0.001753,1.251581,0.018757,1.629445,-0.004112,-0.034569,0.007260,0.012961,-0.341861,0.013859,0.973649,0.000184,0.438347,-0.007243
5.377000,0.294185,-0.000144,0.470479,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012547,0.000162,0.016342,-0.000526,-0.012299,0.000367,0.000163,0.000421,0.000267,0.000000,0.000000,0.000000,-0.000606,-0.000966,0.000494,1.253070,0.011982,1.631521,0.000544,-0.033517,-0.000628,0.003078,-0.341216,0.003056,0.973783,0.003583,0.437795,0.000587
5.378000,0.294184,-0.000145,0.470477,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012547,0.000163,0.016344,-0.000526,-0.012303,0.000367,-0.000132,-0.000002,-0.000222,0.000000,0.000000,0.000000,-0.000829,-0.000004,0.000944,1.256068,0.016322,1.636594,0.001323,-0.036894,-0.002204,0.002780,-0.345673,0.002720,0.979961,0.005309,0.442238,0.002150
5.379000,0.294185,-0.000145,0.470477,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012547,0.000163,0.016344,-0.000528,-0.012304,0.000366,0.000008,-0.000052,-0.000070,0.000000,0.000000,0.000000,0.000126,0.000262,0.000515,1.254624,0.016775,1.635066,-0.002025,-0.037831,-0.000706,0.004411,-0.346360,0.006336,0.979982,0.002025,0.442740,0.000693
5.380000,0.294185,-0.000144,0.470477,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012547,0.000162,0.016344,-0.000523,-0.012305,0.000369,-0.000044,0.000424,-0.000064,0.000000,0.000000,0.000000,-0.000783,0.000408,0.000225,1.255157,0.011932,1.635022,0.001172,-0.038343,0.000319,0.004010,-0.346787,0.003219,0.980545,0.004182,0.443359,-0.000373
5.381000,0.294184,-0.000146,0.470476,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000164,0.016345,-0.000523,-0.012308,0.000369,-0.000155,-0.000144,-0.000324,0.000000,0.000000,0.000000,-0.000136,0.001062,-0.000085,1.256310,0.017817,1.637704,-0.001093,-0.040640,0.001406,0.006831,-0.349715,0.007393,0.984264,0.003132,0.446127,-0.001434
5.382000,0.294184,-0.000148,0.470477,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000165,0.016344,-0.000528,-0.012306,0.000371,-0.000180,-0.000465,-0.000051,0.000000,0.000000,0.000000,0.001688,0.000147,-0.000795,1.256577,0.021159,1.634924,-0.007493,-0.037433,0.003898,0.010309,-0.345654,0.014798,0.979783,-0.002617,0.442739,-0.003843
5.383000,0.294184,-0.000146,0.470477,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000164,0.016344,-0.000524,-0.012306,0.000367,-0.000069,0.000151,-0.000012,0.000000,0.000000,0.000000,-0.000203,-0.000141,0.000945,1.255455,0.014871,1.634537,-0.000859,-0.036422,-0.002206,0.002353,-0.344681,0.003891,0.978439,0.002822,0.441462,0.002179
5.384000,0.294183,-0.000146,0.470477,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012549,0.000163,0.016343,-0.000527,-0.012302,0.000370,-0.000365,-0.000144,0.000249,0.000000,0.000000,0.000000,0.000090,-0.001301,-0.001059,1.258506,0.017768,1.631847,-0.001897,-0.032353,0.004816,0.010227,-0.339397,0.010277,0.973513,0.002242,0.437802,-0.004825
5.385000,0.294184,-0.000146,0.470477,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000163,0.016344,-0.000526,-0.012305,0.000372,-0.000040,-0.000046,-0.000141,0.000000,0.000000,0.000000,0.000301,0.000007,-0.000440,1.255194,0.016801,1.635836,-0.002630,-0.036940,0.002655,0.007781,-0.345617,0.009064,0.979530,0.001354,0.442032,-0.002659
5.386000,0.294184,-0.000145,0.470476,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000163,0.016345,-0.000524,-0.012307,0.000366,0.000013,0.000164,-0.000305,0.000000,0.000000,0.000000,-0.000257,0.000889,0.001842,1.254657,0.014646,1.637539,-0.000674,-0.040034,-0.005348,-0.000857,-0.349287,0.001560,0.983358,0.003028,0.445165,0.005315
5.387000,0.294184,-0.000147,0.470479,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000164,0.016342,-0.000524,-0.012300,0.000369,0.000046,-0.000082,0.000697,0.000000,0.000000,0.000000,-0.000181,-0.001964,-0.000135,1.254319,0.017232,1.627253,-0.000938,-0.030023,0.001579,0.006833,-0.336294,0.007221,0.968448,0.003153,0.434198,-0.001598
5.388000,0.294184,-0.000145,0.470479,0.306732,0.000017,0.486821,0.306732,0.000017,0.486821,0.012548,0.000163,0.016342,-0.000530,-0.012298,0.000371,0.000031,0.000198,0.000039,0.000000,0.000000,0.000000,0.000780,-0.000195,-0.000824,1.254465,0.014313,1.633793,-0.004319,-0.036212,0.003997,0.008390,-0.344385,0.010468,0.977739,-0.000884,0.440977,-0.003980
