time,p_EE_x,p_EE_y,p_EE_z,p_d_x,p_d_y,p_d_z,p_end_x,p_end_y,p_end_z,e_p_x,e_p_y,e_p_z,e_R_x,e_R_y,e_R_z,pdot_x,pdot_y,pdot_z,pdot_d_x,pdot_d_y,pdot_d_z,omega_x,omega_y,omega_z,f_x,f_y,f_z,m_x,m_y,m_z,tau_raw_1,tau_raw_2,tau_raw_3,tau_raw_4,tau_raw_5,tau_raw_6,tau_raw_7,tau_limited_1,tau_limited_2,tau_limited_3,tau_limited_4,tau_limited_5,tau_limited_6,tau_limited_7
0.000000,0.306772,-0.000083,0.486789,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,-0.000005,0.000002,0.000004,0.000012,-0.000011,-0.000003,0.002063,0.000139,-0.001204,0.000000,0.000000,0.000000,-0.001427,0.004799,0.000641,-0.042214,-0.002622,0.024485,0.005030,-0.016829,-0.002254,-0.003059,-0.030799,-0.005985,0.022925,0.004479,0.010093,0.002252,-0.003059,-0.030799,-0.005985,0.022925,0.004479,0.010093,0.002252
0.001000,0.306773,-0.000083,0.486789,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,-0.000006,0.000001,0.000004,0.000022,-0.000007,-0.000009,0.001635,0.000540,-0.000564,0.000000,0.000000,0.000000,-0.004495,-0.001184,0.003016,-0.033904,-0.010723,0.011670,0.015801,0.004122,-0.010581,-0.013864,-0.004677,-0.022123,-0.002963,0.013545,-0.010234,0.010577,-0.013864,-0.004677,-0.022123,-0.002963,0.013545,-0.010234,0.010577
0.002000,0.306775,-0.000083,0.486787,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,-0.000008,0.000001,0.000006,0.000036,-0.000006,-0.000013,0.001494,0.000498,-0.001025,0.000000,0.000000,0.000000,-0.006391,-0.000834,0.003645,-0.031406,-0.009834,0.021067,0.022476,0.002901,-0.012796,-0.015806,-0.008408,-0.028126,0.003014,0.020408,-0.007662,0.012789,-0.015806,-0.008408,-0.028126,0.003014,0.020408,-0.007662,0.012789
0.003000,0.306776,-0.000082,0.486785,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,-0.000008,-0.000000,0.000008,0.000049,-0.000006,-0.000025,0.001144,0.000202,-0.000755,0.000000,0.000000,0.000000,-0.011503,-0.003377,0.006942,-0.024548,-0.004064,0.015874,0.040409,0.011801,-0.024374,-0.025612,0.003122,-0.047121,-0.007446,0.039556,-0.015576,0.024362,-0.025612,0.003122,-0.047121,-0.007446,0.039556,-0.015576,0.024362
0.004000,0.306774,-0.000083,0.486783,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,-0.000006,0.000001,0.000010,0.000051,-0.000010,-0.000019,0.000232,-0.000082,-0.000257,0.000000,0.000000,0.000000,-0.008551,-0.005093,0.002546,-0.005918,0.001700,0.006113,0.030082,0.017797,-0.008966,-0.008444,0.015003,-0.027070,-0.015671,0.030438,-0.018508,0.008958,-0.008444,0.015003,-0.027070,-0.015671,0.030438,-0.018508,0.008958
0.005000,0.306771,-0.000083,0.486781,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,-0.000004,0.000001,0.000012,0.000056,-0.000010,-0.000020,-0.000688,-0.000083,-0.000088,0.000000,0.000000,0.000000,-0.007731,-0.005677,0.001978,0.013023,0.001737,0.002944,0.027227,0.019838,-0.006980,-0.006454,0.020953,-0.023643,-0.016808,0.027588,-0.016843,0.006973,-0.006454,0.020953,-0.023643,-0.016808,0.027588,-0.016843,0.006973
0.006000,0.306768,-0.000083,0.486775,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,-0.000001,0.000001,0.000017,0.000056,-0.000024,-0.000023,-0.001157,-0.000268,-0.001454,0.000000,0.000000,0.000000,-0.006256,-0.000694,0.002360,0.022906,0.005433,0.030813,0.022064,0.002358,-0.008328,-0.006667,-0.003560,-0.019736,0.015096,0.023207,0.005168,0.008321,-0.006667,-0.003560,-0.019736,0.015096,0.023207,0.005168,0.008321
0.007000,0.306765,-0.000084,0.486768,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000002,0.000002,0.000024,0.000053,-0.000041,-0.000021,-0.001953,-0.000709,-0.003916,0.000000,0.000000,0.000000,-0.003672,0.006982,0.001265,0.039548,0.014387,0.080730,0.013012,-0.024562,-0.004493,-0.000078,-0.043271,-0.007691,0.067711,0.016044,0.039976,0.004488,-0.000078,-0.043271,-0.007691,0.067711,0.016044,0.039976,0.004488
0.008000,0.306762,-0.000084,0.486769,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000005,0.000003,0.000024,0.000051,-0.000036,-0.000014,-0.002031,-0.000687,-0.003653,0.000000,0.000000,0.000000,-0.001895,0.005830,-0.001729,0.041627,0.013995,0.075436,0.006783,-0.020512,0.006012,0.010307,-0.037263,0.004020,0.061423,0.009731,0.035899,-0.006014,0.010307,-0.037263,0.004020,0.061423,0.009731,0.035899,-0.006014
0.009000,0.306759,-0.000085,0.486764,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000008,0.000003,0.000029,0.000039,-0.000041,-0.000009,-0.002668,-0.000595,-0.004239,0.000000,0.000000,0.000000,0.002314,0.005551,-0.002851,0.055013,0.012196,0.087652,-0.007981,-0.019553,0.009951,0.013707,-0.037979,0.016691,0.067923,-0.005409,0.038832,-0.009949,0.013707,-0.037979,0.016691,0.067923,-0.005409,0.038832,-0.009949
0.010000,0.306756,-0.000086,0.486759,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000011,0.000004,0.000033,0.000031,-0.000054,-0.000003,-0.002956,-0.000374,-0.004292,0.000000,0.000000,0.000000,0.003900,0.006439,-0.002660,0.061421,0.007887,0.089153,-0.013558,-0.022696,0.009304,0.011742,-0.040595,0.018779,0.072594,-0.011890,0.043456,-0.009300,0.011742,-0.040595,0.018779,0.072594,-0.011890,0.043456,-0.009300
0.011000,0.306753,-0.000085,0.486754,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000014,0.000003,0.000038,0.000027,-0.000067,0.000001,-0.003084,-0.000269,-0.004764,0.000000,0.000000,0.000000,0.004108,0.008466,-0.003856,0.064455,0.005699,0.099109,-0.014296,-0.029832,0.013501,0.015266,-0.050336,0.021553,0.084825,-0.013089,0.052104,-0.013498,0.015266,-0.050336,0.021553,0.084825,-0.013089,0.052104,-0.013498
0.012000,0.306750,-0.000086,0.486749,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000018,0.000004,0.000044,0.000021,-0.000080,0.000003,-0.002827,-0.000411,-0.004213,0.000000,0.000000,0.000000,0.004132,0.008448,-0.002873,0.060032,0.008648,0.088615,-0.014397,-0.029806,0.010064,0.012739,-0.047776,0.020155,0.079291,-0.012568,0.050227,-0.010060,0.012739,-0.047776,0.020155,0.079291,-0.012568,0.050227,-0.010060
0.013000,0.306748,-0.000087,0.486741,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000020,0.000005,0.000052,0.000012,-0.000104,0.000002,-0.002447,-0.000769,-0.005758,0.000000,0.000000,0.000000,0.004808,0.014385,-0.001498,0.052864,0.015904,0.120358,-0.016795,-0.050659,0.005250,0.010166,-0.079553,0.020826,0.114229,-0.013432,0.072356,-0.005246,0.010166,-0.079553,0.020826,0.114229,-0.013432,0.072356,-0.005246
0.014000,0.306745,-0.000088,0.486738,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000022,0.000006,0.000055,0.000016,-0.000113,0.000003,-0.002258,-0.000523,-0.002706,0.000000,0.000000,0.000000,0.002396,0.006600,-0.001412,0.049595,0.011034,0.059569,-0.008337,-0.023441,0.004953,0.008351,-0.034094,0.013016,0.057892,-0.006008,0.039113,-0.004951,0.008351,-0.034094,0.013016,0.057892,-0.006008,0.039113,-0.004951
0.015000,0.306743,-0.000089,0.486729,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000025,0.000007,0.000063,0.000020,-0.000133,0.000011,-0.002229,-0.000538,-0.004380,0.000000,0.000000,0.000000,0.000036,0.010066,-0.003001,0.049516,0.011475,0.093903,-0.000068,-0.035629,0.010535,0.014062,-0.056865,0.011244,0.086279,0.002355,0.054297,-0.010537,0.014062,-0.056865,0.011244,0.086279,0.002355,0.054297,-0.010537
0.016000,0.306742,-0.000090,0.486724,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000025,0.000008,0.000069,0.000021,-0.000148,0.000009,-0.001045,-0.000503,-0.003036,0.000000,0.000000,0.000000,-0.000666,0.006830,-0.001251,0.025967,0.010848,0.067604,0.002397,-0.024350,0.004407,0.007737,-0.041123,0.004956,0.059578,0.004685,0.035754,-0.004409,0.007737,-0.041123,0.004956,0.059578,0.004685,0.035754,-0.004409
0.017000,0.306741,-0.000090,0.486717,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000027,0.000008,0.000075,0.000027,-0.000162,0.000006,-0.001982,-0.000657,-0.004142,0.000000,0.000000,0.000000,-0.001978,0.012532,-0.000119,0.044970,0.013968,0.090375,0.007005,-0.044348,0.000432,0.004721,-0.065213,-0.000097,0.092762,0.009954,0.061749,-0.000437,0.004721,-0.065213,-0.000097,0.092762,0.009954,0.061749,-0.000437
0.018000,0.306740,-0.000090,0.486710,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000028,0.000008,0.000082,0.000036,-0.000178,0.000006,-0.002124,-0.000394,-0.006439,0.000000,0.000000,0.000000,-0.004066,0.016555,-0.000164,0.048027,0.008664,0.137006,0.014339,-0.058475,0.000591,0.003239,-0.093253,-0.006923,0.129284,0.016172,0.080607,-0.000599,0.003239,-0.093253,-0.006923,0.129284,0.016172,0.080607,-0.000599
0.019000,0.306738,-0.000092,0.486704,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000030,0.000010,0.000089,0.000038,-0.000191,0.000013,-0.002548,-0.001049,-0.007325,0.000000,0.000000,0.000000,-0.003440,0.017059,-0.002690,0.056910,0.022007,0.155396,0.012156,-0.060279,0.009455,0.016206,-0.099361,0.005247,0.140901,0.016797,0.085893,-0.009463,0.016206,-0.099361,0.005247,0.140901,0.016797,0.085893,-0.009463
0.020000,0.306737,-0.000094,0.486698,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000031,0.000012,0.000094,0.000045,-0.000203,0.000007,-0.002057,-0.000960,-0.006441,0.000000,0.000000,0.000000,-0.003225,0.015003,-0.000824,0.047271,0.020365,0.138267,0.011421,-0.053121,0.002904,0.009159,-0.088398,0.000616,0.124425,0.015718,0.075204,-0.002911,0.009159,-0.088398,0.000616,0.124425,0.015718,0.075204,-0.002911
0.021000,0.306735,-0.000095,0.486692,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000033,0.000014,0.000101,0.000049,-0.000218,0.000012,-0.001845,-0.000964,-0.006200,0.000000,0.000000,0.000000,-0.003190,0.013728,-0.000614,0.043414,0.020638,0.134088,0.011311,-0.048704,0.002185,0.008517,-0.083282,0.000262,0.117540,0.015663,0.069609,-0.002192,0.008517,-0.083282,0.000262,0.117540,0.015663,0.069609,-0.002192
0.022000,0.306733,-0.000095,0.486689,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000034,0.000013,0.000103,0.000046,-0.000223,0.000015,-0.001526,-0.000761,-0.004763,0.000000,0.000000,0.000000,-0.002319,0.010174,-0.001129,0.037374,0.016558,0.105600,0.008256,-0.036277,0.003996,0.009073,-0.062990,0.002371,0.090894,0.011747,0.053413,-0.004001,0.009073,-0.062990,0.002371,0.090894,0.011747,0.053413,-0.004001
0.023000,0.306733,-0.000095,0.486686,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000035,0.000014,0.000107,0.000039,-0.000226,0.000021,-0.001290,-0.000111,-0.004264,0.000000,0.000000,0.000000,-0.000035,0.008924,-0.001253,0.032735,0.003576,0.095939,0.000241,-0.031914,0.004447,0.005548,-0.056365,0.004144,0.081380,0.001000,0.047229,-0.004448,0.005548,-0.056365,0.004144,0.081380,0.001000,0.047229,-0.004448
0.024000,0.306730,-0.000094,0.486682,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000038,0.000012,0.000111,0.000040,-0.000236,0.000017,-0.001690,0.000163,-0.004095,0.000000,0.000000,0.000000,0.000005,0.008249,-0.000349,0.041316,-0.002068,0.092962,0.000104,-0.029578,0.001274,0.000636,-0.051780,0.000150,0.078735,-0.000325,0.046438,-0.001275,0.000636,-0.051780,0.000150,0.078735,-0.000325,0.046438,-0.001275
0.025000,0.306728,-0.000096,0.486678,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000040,0.000014,0.000114,0.000036,-0.000240,0.000023,-0.001691,-0.000419,-0.004128,0.000000,0.000000,0.000000,0.001975,0.007690,-0.002054,0.041766,0.009822,0.093980,-0.006805,-0.027637,0.007260,0.010280,-0.050085,0.013158,0.077331,-0.004732,0.044681,-0.007258,0.010280,-0.050085,0.013158,0.077331,-0.004732,0.044681,-0.007258
0.026000,0.306725,-0.000096,0.486679,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000042,0.000014,0.000114,0.000025,-0.000236,0.000025,-0.001960,-0.000265,-0.003183,0.000000,0.000000,0.000000,0.004042,0.005025,-0.001755,0.047693,0.006712,0.075059,-0.014072,-0.018294,0.006216,0.008296,-0.033991,0.016564,0.059806,-0.012653,0.034927,-0.006209,0.008296,-0.033991,0.016564,0.059806,-0.012653,0.034927,-0.006209
0.027000,0.306722,-0.000096,0.486679,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000045,0.000014,0.000114,0.000023,-0.000236,0.000028,-0.002225,0.000048,-0.001759,0.000000,0.000000,0.000000,0.004207,0.001109,-0.002227,0.053520,0.000432,0.046581,-0.014654,-0.004589,0.007879,0.008026,-0.010614,0.016094,0.033386,-0.014561,0.019946,-0.007872,0.008026,-0.010614,0.016094,0.033386,-0.014561,0.019946,-0.007872
0.028000,0.306720,-0.000097,0.486675,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000047,0.000015,0.000117,0.000016,-0.000240,0.000028,-0.001873,-0.000122,-0.001440,0.000000,0.000000,0.000000,0.004350,0.001414,-0.000772,0.046913,0.003895,0.040506,-0.015176,-0.005667,0.002784,0.003992,-0.010862,0.013992,0.030767,-0.014353,0.019101,-0.002777,0.003992,-0.010862,0.013992,0.030767,-0.014353,0.019101,-0.002777
0.029000,0.306718,-0.000098,0.486673,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000049,0.000016,0.000120,0.000013,-0.000246,0.000029,-0.001919,-0.000237,-0.001432,0.000000,0.000000,0.000000,0.003043,0.000604,-0.000187,0.048197,0.006332,0.040637,-0.010612,-0.002852,0.000743,0.002699,-0.007878,0.010108,0.028169,-0.009276,0.016566,-0.000738,0.002699,-0.007878,0.010108,0.028169,-0.009276,0.016566,-0.000738
0.030000,0.306715,-0.000098,0.486672,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000052,0.000016,0.000121,0.000011,-0.000245,0.000031,-0.003217,-0.000296,-0.001282,0.000000,0.000000,0.000000,0.002627,0.002637,-0.001264,0.074712,0.007510,0.037693,-0.009161,-0.009962,0.004517,0.006837,-0.009986,0.012137,0.037258,-0.007577,0.028995,-0.004512,0.006837,-0.009986,0.012137,0.037258,-0.007577,0.028995,-0.004512
0.031000,0.306714,-0.000101,0.486667,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000053,0.000019,0.000126,0.000017,-0.000254,0.000036,-0.002457,-0.000900,-0.003290,0.000000,0.000000,0.000000,0.000685,0.007052,-0.001857,0.059809,0.019924,0.078353,-0.002348,-0.025446,0.006608,0.012741,-0.040293,0.012850,0.070063,0.001853,0.044915,-0.006609,0.012741,-0.040293,0.012850,0.070063,0.001853,0.044915,-0.006609
0.032000,0.306712,-0.000101,0.486667,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000055,0.000019,0.000125,0.000017,-0.000250,0.000029,-0.002154,-0.000346,-0.002814,0.000000,0.000000,0.000000,0.000202,0.005273,0.000951,0.054046,0.008800,0.068779,-0.000656,-0.019203,-0.003239,-0.000530,-0.031990,0.001054,0.058567,0.001204,0.036620,0.003239,-0.000530,-0.031990,0.001054,0.058567,0.001204,0.036620,0.003239
0.033000,0.306711,-0.000099,0.486662,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000056,0.000017,0.000131,0.000023,-0.000259,0.000027,-0.002371,0.000445,-0.003711,0.000000,0.000000,0.000000,-0.001738,0.006188,0.001219,0.058705,-0.007202,0.087270,0.006152,-0.022435,-0.004183,-0.006393,-0.040187,-0.009662,0.071117,0.004643,0.042455,0.004178,-0.006393,-0.040187,-0.009662,0.071117,0.004643,0.042455,0.004178
0.034000,0.306709,-0.000099,0.486661,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000059,0.000017,0.000132,0.000021,-0.000258,0.000028,-0.002612,0.000033,-0.003030,0.000000,0.000000,0.000000,-0.001599,0.004185,0.000494,0.063972,0.001045,0.073764,0.005659,-0.015424,-0.001642,-0.001322,-0.028192,-0.004825,0.058390,0.005884,0.035365,0.001638,-0.001322,-0.028192,-0.004825,0.058390,0.005884,0.035365,0.001638
0.035000,0.306707,-0.000102,0.486659,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000061,0.000020,0.000133,0.000022,-0.000259,0.000029,-0.002885,-0.000433,-0.002903,0.000000,0.000000,0.000000,-0.000718,0.003463,0.000763,0.069840,0.010612,0.071371,0.002578,-0.012896,-0.002584,0.000681,-0.024011,-0.000180,0.055469,0.004817,0.033862,0.002582,0.000681,-0.024011,-0.000180,0.055469,0.004817,0.033862,0.002582
0.036000,0.306704,-0.000102,0.486658,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000063,0.000020,0.000135,0.000027,-0.000258,0.000031,-0.002524,-0.000171,-0.003310,0.000000,0.000000,0.000000,-0.001992,0.004434,0.000239,0.063043,0.005393,0.079664,0.007051,-0.016293,-0.000746,0.000912,-0.031020,-0.003757,0.061926,0.008191,0.036557,0.000741,0.000912,-0.031020,-0.003757,0.061926,0.008191,0.036557,0.000741
0.037000,0.306701,-0.000099,0.486656,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000066,0.000017,0.000136,0.000024,-0.000257,0.000029,-0.002630,0.000022,-0.003956,0.000000,0.000000,0.000000,-0.000683,0.006298,-0.000315,0.065862,0.001299,0.092725,0.002461,-0.022814,0.001187,0.001591,-0.041131,-0.000472,0.074978,0.002740,0.044819,-0.001190,0.001591,-0.041131,-0.000472,0.074978,0.002740,0.044819,-0.001190
0.038000,0.306699,-0.000100,0.486653,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000068,0.000018,0.000140,0.000025,-0.000265,0.000028,-0.002341,0.000015,-0.005109,0.000000,0.000000,0.000000,-0.000454,0.010172,0.000028,0.060477,0.001509,0.116127,0.001664,-0.036394,-0.000014,0.000456,-0.062773,-0.000685,0.098933,0.001991,0.059319,0.000011,0.000456,-0.062773,-0.000685,0.098933,0.001991,0.059319,0.000011
0.039000,0.306695,-0.000099,0.486652,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000073,0.000017,0.000140,0.000021,-0.000265,0.000019,-0.002555,0.000429,-0.005049,0.000000,0.000000,0.000000,0.001027,0.009791,0.003216,0.065636,-0.006878,0.115033,-0.003531,-0.035062,-0.011200,-0.013292,-0.060298,-0.007638,0.097743,-0.004965,0.058979,0.011200,-0.013292,-0.060298,-0.007638,0.097743,-0.004965,0.058979,0.011200
0.040000,0.306691,-0.000100,0.486648,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000076,0.000018,0.000145,0.000017,-0.000273,0.000026,-0.002770,0.000060,-0.003998,0.000000,0.000000,0.000000,0.002117,0.007093,-0.000135,0.070701,0.000589,0.094434,-0.007357,-0.025643,0.000549,0.000750,-0.043738,0.005808,0.079235,-0.007223,0.048818,-0.000546,0.000750,-0.043738,0.005808,0.079235,-0.007223,0.048818,-0.000546
0.041000,0.306688,-0.000101,0.486646,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000080,0.000019,0.000147,0.000010,-0.000275,0.000034,-0.002563,-0.001506,-0.004722,0.000000,0.000000,0.000000,0.004314,0.009171,-0.004433,0.067170,0.032061,0.109116,-0.015067,-0.032924,0.015616,0.025502,-0.056112,0.032213,0.092991,-0.008308,0.056641,-0.015610,0.025502,-0.056112,0.032213,0.092991,-0.008308,0.056641,-0.015610
0.042000,0.306685,-0.000100,0.486640,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000082,0.000018,0.000152,0.000005,-0.000285,0.000030,-0.002624,-0.000660,-0.007762,0.000000,0.000000,0.000000,0.004147,0.016409,-0.001776,0.068896,0.015019,0.170488,-0.014498,-0.058288,0.006307,0.010968,-0.100161,0.019687,0.147560,-0.011316,0.087750,-0.006303,0.010968,-0.100161,0.019687,0.147560,-0.011316,0.087750,-0.006303
0.043000,0.306681,-0.000103,0.486635,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000086,0.000021,0.000157,0.000004,-0.000296,0.000034,-0.002987,-0.001970,-0.007458,0.000000,0.000000,0.000000,0.005931,0.015394,-0.004128,0.076978,0.041488,0.164872,-0.020747,-0.054768,0.014549,0.027362,-0.093667,0.038600,0.142406,-0.011993,0.085435,-0.014541,0.027362,-0.093667,0.038600,0.142406,-0.011993,0.085435,-0.014541
0.044000,0.306679,-0.000103,0.486634,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000089,0.000021,0.000158,0.000000,-0.000296,0.000038,-0.002966,-0.001455,-0.006024,0.000000,0.000000,0.000000,0.004634,0.011485,-0.004332,0.077053,0.031170,0.136295,-0.016219,-0.041085,0.015276,0.024902,-0.071119,0.032518,0.115240,-0.009643,0.069265,-0.015270,0.024902,-0.071119,0.032518,0.115240,-0.009643,0.069265,-0.015270
0.045000,0.306676,-0.000102,0.486631,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000092,0.000020,0.000162,0.000001,-0.000301,0.000034,-0.002735,-0.000776,-0.004120,0.000000,0.000000,0.000000,0.003745,0.006805,-0.001706,0.073011,0.017574,0.098553,-0.013106,-0.024721,0.006075,0.011504,-0.043729,0.019342,0.080544,-0.009396,0.048742,-0.006069,0.011504,-0.043729,0.019342,0.080544,-0.009396,0.048742,-0.006069
0.046000,0.306672,-0.000104,0.486626,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000095,0.000022,0.000166,0.000002,-0.000309,0.000033,-0.003126,-0.000926,-0.004543,0.000000,0.000000,0.000000,0.002015,0.007440,-0.001472,0.081495,0.020751,0.107475,-0.007046,-0.026967,0.005252,0.011651,-0.047405,0.015507,0.088079,-0.002667,0.053555,-0.005249,0.011651,-0.047405,0.015507,0.088079,-0.002667,0.053555,-0.005249
0.047000,0.306670,-0.000106,0.486621,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000098,0.000024,0.000171,-0.000002,-0.000322,0.000040,-0.003929,-0.001207,-0.004658,0.000000,0.000000,0.000000,0.001641,0.011659,-0.002428,0.098093,0.026505,0.110293,-0.005748,-0.041771,0.008618,0.016788,-0.060535,0.018848,0.106348,-0.000154,0.072099,-0.008617,0.016788,-0.060535,0.018848,0.106348,-0.000154,0.072099,-0.008617
0.048000,0.306667,-0.000104,0.486618,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000100,0.000022,0.000175,0.000005,-0.000330,0.000037,-0.003359,-0.000166,-0.004966,0.000000,0.000000,0.000000,-0.000503,0.012346,-0.000559,0.087217,0.005527,0.116787,0.001778,-0.044201,0.002066,0.003774,-0.066654,0.002018,0.110473,0.002954,0.072811,-0.002070,0.003774,-0.066654,0.002018,0.110473,0.002954,0.072811,-0.002070
0.049000,0.306663,-0.000105,0.486613,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000104,0.000023,0.000180,0.000004,-0.000341,0.000037,-0.004456,-0.000465,-0.005343,0.000000,0.000000,0.000000,-0.001303,0.015442,0.000206,0.109908,0.011634,0.124863,0.004574,-0.055070,-0.000612,0.002965,-0.076510,0.000136,0.128055,0.007039,0.089164,0.000605,0.002965,-0.076510,0.000136,0.128055,0.007039,0.089164,0.000605
0.050000,0.306661,-0.000106,0.486611,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000106,0.000024,0.000182,0.000012,-0.000344,0.000036,-0.003653,-0.000485,-0.004728,0.000000,0.000000,0.000000,-0.002192,0.014252,-0.000010,0.094251,0.012085,0.112735,0.007708,-0.050915,0.000145,0.003854,-0.071048,-0.001410,0.116184,0.010265,0.080649,-0.000152,0.003854,-0.071048,-0.001410,0.116184,0.010265,0.080649,-0.000152
0.051000,0.306658,-0.000105,0.486605,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000109,0.000023,0.000187,0.000012,-0.000357,0.000038,-0.004681,-0.000210,-0.004981,0.000000,0.000000,0.000000,-0.000962,0.016742,-0.000610,0.115467,0.006545,0.118343,0.003404,-0.059669,0.002248,0.004267,-0.078257,0.001325,0.130299,0.004798,0.094362,-0.002254,0.004267,-0.078257,0.001325,0.130299,0.004798,0.094362,-0.002254
0.052000,0.306655,-0.000108,0.486602,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000113,0.000026,0.000191,0.000010,-0.000362,0.000041,-0.003954,-0.000889,-0.004274,0.000000,0.000000,0.000000,-0.000421,0.012324,-0.001990,0.101630,0.020414,0.104535,0.001505,-0.044220,0.007087,0.013366,-0.060676,0.010623,0.106547,0.005815,0.074788,-0.007090,0.013366,-0.060676,0.010623,0.106547,0.005815,0.074788,-0.007090
0.053000,0.306651,-0.000107,0.486599,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000116,0.000025,0.000194,0.000010,-0.000367,0.000037,-0.004287,-0.000036,-0.004285,0.000000,0.000000,0.000000,-0.000448,0.010255,0.000872,0.108964,0.003215,0.105063,0.001600,-0.036993,-0.002943,-0.001949,-0.052445,-0.002153,0.100481,0.002289,0.069152,0.002939,-0.001949,-0.052445,-0.002153,0.100481,0.002289,0.069152,0.002939
0.054000,0.306649,-0.000110,0.486597,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000119,0.000028,0.000195,0.000006,-0.000369,0.000051,-0.004258,-0.000834,-0.003993,0.000000,0.000000,0.000000,0.000980,0.007013,-0.003205,0.108859,0.019484,0.099410,-0.003411,-0.025652,0.011370,0.017370,-0.039351,0.016849,0.086424,0.000698,0.057290,-0.011369,0.017370,-0.039351,0.016849,0.086424,0.000698,0.057290,-0.011369
0.055000,0.306646,-0.000110,0.486595,0.306767,-0.000082,0.486793,0.306767,-0.000082,0.486793,0.000121,0.000028,0.000197,-0.000001,-0.000372,0.000054,-0.003429,-0.000861,-0.003326,0.000000,0.000000,0.000000,0.001960,0.006074,-0.003476,0.092798,0.020005,0.086249,-0.006862,-0.022374,0.012327,0.018489,-0.034535,0.020130,0.074909,-0.002645,0.049477,-0.012324,0.018489,-0.034535,0.020130,0.074909,-0.002645,0.049477,-0.012324
